Time,RAVEN_sample_ID,DNI_original,DNI_fourier,DNI_nofourier,DNI_zerofilter,DNI_gaussianed,Temp_original,Temp_fourier,Temp_nofourier,Temp_gaussianed
4800.0,0,-27.1139045482,0.0,-27.1139045482,0.0,-0.322037927457,10.0,6.2899385013,3.7100614987,0.248740006759
4830.0,0,-4.20715796378,0.0,-4.20715796378,0.0,-0.322037927457,11.0,7.41457181895,3.58542818105,0.226740328479
4860.0,0,3.67921270726,234.985262135,-231.306049428,-231.306049428,-1.90764453086,13.0,8.42125761016,4.57874238984,0.406016578723
4890.0,0,5.63770759915,235.171536885,-229.533829286,-229.533829286,-1.88278157253,14.0,9.30754837275,4.69245162725,0.424596309545
4920.0,0,43.5983004691,236.419817795,-192.821517326,-192.821517326,-1.46838194512,16.0,10.0737152467,5.9262847533,0.605818298366
4950.0,0,41.0190962715,239.312876739,-198.293780468,-198.293780468,-1.51936230979,16.0,10.7216831486,5.27831685145,0.515259289318
4980.0,0,445.789194061,244.175253554,201.613940506,201.613940506,1.35404695483,17.0,11.2539649138,5.74603508624,0.582599037849
5010.0,0,492.426889887,251.042312487,241.3845774,241.3845774,1.40551817454,17.0,11.6726831061,5.32731689388,0.522417440116
5040.0,0,593.599937555,259.651663838,333.948273718,333.948273718,1.52831370961,18.0,11.9787599939,6.02124000607,0.617959930189
5070.0,0,568.328213608,269.457640487,298.870573121,298.870573121,1.47776798612,18.0,12.1713423097,5.82865769028,0.593427438676
5100.0,0,45.9894923356,279.66790047,-233.678408135,-233.678408135,-1.94289113606,19.0,12.2475087927,6.75249120725,0.710462266904
5130.0,0,49.1315841635,289.299670678,-240.168086514,-240.168086514,-2.02912855937,18.0,12.2022864739,5.79771352614,0.589519025011
5160.0,0,44.9796975497,297.251759736,-252.272062187,-252.272062187,-2.18137965757,18.0,12.0289777501,5.97102224991,0.611527508345
5190.0,0,47.3018893167,302.387345743,-255.085456426,-255.085456426,-2.22392669262,17.0,11.7197761911,5.28022380888,0.515537370845
5220.0,0,37.6747009412,303.621763904,-265.947062963,-265.947062963,-2.41811074807,16.0,11.2666264129,4.73337358712,0.431318520613
5250.0,0,23.2770885346,300.009134403,-276.732045869,-276.732045869,-2.65332241216,13.0,10.6622638372,2.33773616277,-0.0141974037123
5280.0,0,-32.7324789667,0.0,-32.7324789667,0.0,-0.322037927457,11.0,9.90135510877,1.09864489123,-0.295561877244
5310.0,0,68.1839672872,275.616272622,-207.432305334,-207.432305334,-1.61361747108,10.0,8.98165043558,1.01834956442,-0.316349536245
5340.0,0,0.0,0.0,0.0,0.0,-0.322037927457,10.0,7.90505585018,2.09494414982,-0.0658476382923
5370.0,0,0.0,0.0,0.0,0.0,-0.322037927457,9.0,6.6785366187,2.3214633813,-0.0176488548548
5400.0,0,0.0,0.0,0.0,0.0,-0.322037927457,8.0,5.31477257436,2.68522742564,0.0547803314921
5430.0,0,0.0,0.0,0.0,0.0,-0.322037927457,8.0,3.83250140181,4.16749859819,0.335392937387
5460.0,0,0.0,0.0,0.0,0.0,-0.322037927457,8.0,2.25650583874,5.74349416126,0.582238022468
5490.0,0,0.0,0.0,0.0,0.0,-0.322037927457,8.0,0.617224054869,7.38277594513,0.781688853009
5520.0,0,0.0,0.0,0.0,0.0,-0.322037927457,8.0,-1.05001245426,9.05001245426,1.00375040745
5550.0,0,0.0,0.0,0.0,0.0,-0.322037927457,7.0,-2.70608396023,9.70608396023,1.09788649521
5580.0,0,0.0,0.0,0.0,0.0,-0.322037927457,7.0,-4.30947754765,11.3094775476,1.36966839356
5610.0,0,0.0,0.0,0.0,0.0,-0.322037927457,7.0,-5.81789877746,12.8178987775,1.67042166835
5640.0,0,0.0,0.0,0.0,0.0,-0.322037927457,7.0,-7.19001095611,14.1900109561,2.00245370323
5670.0,0,0.0,0.0,0.0,0.0,-0.322037927457,6.0,-8.3872030324,14.3872030324,2.05403718347
5700.0,0,0.0,0.0,0.0,0.0,-0.322037927457,6.0,-9.37528358876,15.3752835888,2.32637324828
5730.0,0,0.0,0.0,0.0,0.0,-0.322037927457,6.0,-10.1260015181,16.1260015181,2.58574686321
5760.0,0,0.0,0.0,0.0,0.0,-0.322037927457,6.0,-10.6183036026,16.6183036026,2.69362058072
5790.0,0,0.0,0.0,0.0,0.0,-0.322037927457,5.0,-10.8392547179,15.8392547179,2.48303961844
5820.0,0,0.0,0.0,0.0,0.0,-0.322037927457,5.0,-10.7845667588,15.7845667588,2.46189072889
5850.0,0,0.0,0.0,0.0,0.0,-0.322037927457,4.0,-10.458706278,14.458706278,2.07476439009
5880.0,0,0.0,0.0,0.0,0.0,-0.322037927457,4.0,-9.87457666866,13.8745766687,1.92602051895
5910.0,0,0.0,0.0,0.0,0.0,-0.322037927457,4.0,-9.05279678687,13.0527967869,1.72136515688
5940.0,0,0.0,0.0,0.0,0.0,-0.322037927457,4.0,-8.02062248283,12.0206224828,1.50640031527
5970.0,0,0.0,0.0,0.0,0.0,-0.322037927457,4.0,-6.81057895945,10.8105789595,1.28681028206
6000.0,0,0.0,0.0,0.0,0.0,-0.322037927457,4.0,-5.45888879439,9.45888879439,1.06161289593
6030.0,0,0.0,0.0,0.0,0.0,-0.322037927457,4.0,-4.00379174041,8.00379174041,0.863796617341
6060.0,0,0.0,0.0,0.0,0.0,-0.322037927457,4.0,-2.48385733641,6.48385733641,0.67711854409
6090.0,0,0.0,0.0,0.0,0.0,-0.322037927457,4.0,-0.936389623501,4.9363896235,0.462298161794
6120.0,0,0.0,0.0,0.0,0.0,-0.322037927457,4.0,0.603984974737,3.39601502526,0.192921879298
6150.0,0,0.0,0.0,0.0,0.0,-0.322037927457,4.0,2.10646968855,1.89353031145,-0.109025815738
6180.0,0,49.7197817532,232.459287926,-182.739506172,-182.739506172,-1.37740013338,5.0,3.54493148597,1.45506851403,-0.208011130641
6210.0,0,345.063993563,237.153360208,107.910633355,107.910633355,1.27779674468,7.0,4.89838197719,2.10161802281,-0.0644181480059
6240.0,0,537.115512214,239.21166703,297.903845184,297.903845184,1.476251731,9.0,6.1510945845,2.8489054155,0.0890368631519
6270.0,0,0.156236037766,239.600755966,-239.444519929,-239.444519929,-2.02062535359,10.0,7.29237243459,2.70762756541,0.059463812976
6300.0,0,4.09799032558,239.311678118,-235.213687792,-235.213687792,-1.96705603824,11.0,8.31600507236,2.68399492764,0.0545226733071
6330.0,0,5.08989375759,239.274957251,-234.185063494,-234.185063494,-1.95074032976,12.0,9.21947276086,2.78052723914,0.0747154445551
6360.0,0,3.08069194721,240.281501753,-237.200809805,-237.200809805,-1.99514762129,14.0,10.0029734201,3.99702657992,0.302728803693
6390.0,0,1.5364895512,242.915117665,-241.378628114,-241.378628114,-2.04369142481,15.0,10.6683580749,4.33164192509,0.3645869923
6420.0,0,0.351357652679,247.501454818,-247.150097165,-247.150097165,-2.11494472553,16.0,11.2180653139,4.78193468611,0.438760754653
6450.0,0,-0.951657276081,0.0,-0.951657276081,0.0,-0.322037927457,16.0,11.6541434166,4.34585658339,0.367008555208
6480.0,0,-1.69868758332,0.0,-1.69868758332,0.0,-0.322037927457,17.0,11.9774406479,5.02255935209,0.47555617032
6510.0,0,-1.86072749015,0.0,-1.86072749015,0.0,-0.322037927457,17.0,12.1870303345,4.81296966546,0.443470288341
6540.0,0,1.95477718143,281.748555882,-279.793778701,-279.793778701,-2.73152122133,17.0,12.279918722,4.72008127796,0.429132882499
6570.0,0,3.3211586811,291.040257796,-287.719099115,-287.719099115,-2.94503240645,17.0,12.2510615699,4.7489384301,0.433764247016
6600.0,0,2.51085101841,298.643647923,-296.132796904,-296.132796904,-3.20830923169,17.0,12.0936915315,4.9063084685,0.457694372873
6630.0,0,2.38685319075,303.423396559,-301.036543368,-301.036543368,-3.49694892359,16.0,11.7999342591,4.20006574091,0.341672964216
6660.0,0,-3.26328940859,0.0,-3.26328940859,0.0,-0.322037927457,15.0,11.3616685684,3.63833143165,0.236061942137
