Time,DNI,Temp,RH
272520,125.8909819,25,22.79
272550,120.0908973,26,21.49
272580,106.2362448,27,22.59
272610,95.49203754,28,21.32
272640,83.80962476,29,19.5
272670,300.9410941,30,18.42
272700,62.06480963,31,16.1
272730,266.5148854,32,15.21
272760,726.1381035,34,12.5
272790,516.4807796,35,12.5
272820,620.8914136,36,10.63
272850,59.57830853,36,10.62
272880,57.6407134,37,8.97
272910,59.08215232,37,8.97
272940,76.81085043,37,8.07
272970,81.62749452,36,8.52
273000,496.1956185,36,7.9
273030,263.9863791,35,8.35
273060,103.180155,34,8.38
273090,115.4878427,33,8.86
273120,121.8108674,33,9.73
273150,136.5499328,32,10.29
273180,138.0745399,32,11.28
273210,145.9699086,31,12.62
273240,115.9469491,30,13.91
273270,54.85195762,28,14.73
273300,0,27,15.59
273330,0,26,16.52
273360,0,26,16
273390,0,25,16.97
273420,0,25,16.2
273450,0,24,17.19
273480,0,24,16.8
273510,0,23,17.84
273540,0,23,18.23
273570,0,22,19.36
273600,0,22,20.34
273630,0,21,21.61
273660,0,21,22.83
273690,0,20,24.26
273720,0,20,25.34
273750,0,20,26.94
273780,0,20,27.87
273810,0,19,27.87
273840,0,19,28.79
273870,0,20,27.08
273900,-39.71838343,22,24.75
273930,27.970756,24,23.31
273960,48.10623545,26,21.38
273990,50.06958452,28,19.02
274020,43.60325468,30,14.87
274050,37.07764185,31,14.04
274080,31.52813874,32,11
274110,25.7452985,33,10.4
274140,21.92680939,34,9.36
274170,18.41724114,34,9.36
274200,21.06937418,35,8.9
274230,18.43312302,35,8.9
274260,18.8592133,36,8.8
274290,17.55733555,36,8.8
274320,19.62757779,37,9.27
274350,21.07392139,37,9.27
274380,16.8047264,37,9.06
274410,19.6204699,37,9.06
274440,24.18404825,37,9.18
274470,28.96534551,37,9.69
274500,35.1423934,37,9.75
274530,42.42175159,36,10.29
274560,53.69650762,36,10.37
274590,61.35025783,35,10.96
274620,79.71413966,35,11.13
274650,83.27714979,33,12.44
274680,87.48160542,31,13.34
274710,32.64266539,29,14.95
274740,0,28,15.65
274770,0,27,16.59
274800,0,27,16.07
274830,0,26,17.04
274860,0,26,16.88
274890,0,25,17.91
274920,0,25,16.08
274950,0,24,17.07
274980,0,24,15.24
275010,0,23,15.23
275040,0,23,13.88
275070,0,22,14.74
275100,0,22,13.94
275130,0,22,14.81
275160,0,22,14.76
275190,0,21,14.76
275220,0,21,15.24
275250,0,21,15.24
275280,0,21,15.96
275310,0,22,15.02
275340,-22.82723794,24,13.97
275370,47.37110747,26,13.17
275400,69.26720773,28,12.38
275430,71.02368758,29,11.03
275460,64.95944146,31,10.92
275490,58.65954742,32,10.32
275520,51.24695474,33,10.82
275550,44.55217781,34,10.82
275580,38.79293337,35,10.86
275610,34.32460539,35,10.28
275640,52.00616513,36,10.12
275670,48.39123205,36,10.12
275700,43.83281426,37,10.4
275730,41.5420159,37,10.4
275760,38.61976683,37,10.01
275790,39.07048843,37,10.01
275820,56.80263681,37,9.98
275850,59.6164113,37,9.97
275880,60.17395903,37,9.81
275910,65.94370893,37,10.36
275940,68.10104096,37,10.13
275970,76.34764574,36,10.13
276000,77.56728879,36,9.89
276030,87.12449637,35,10.44
276060,92.30773806,35,10.81
276090,96.49918872,33,12.09
276120,77.84374424,31,12.63
276150,17.08255569,29,14.15
276180,0,28,14.72
276210,0,28,15.6
276240,0,28,15.43
276270,0,27,16.36
276300,0,27,16.11
276330,0,26,17.09
276360,0,26,16.96
276390,0,25,17.99
276420,0,25,17.83
276450,0,24,18.92
276480,0,24,18.41
276510,0,23,18.41
276540,0,23,17.57
276570,0,23,18.66
276600,0,23,17.75
276630,0,22,17.75
276660,0,22,17.03
276690,0,22,17.04
276720,0,22,16.59
276750,0,23,15.63
276780,-65.16804612,24,14.56
276810,8.644181749,26,12.95
276840,27.37382015,28,12.02
276870,33.95335915,30,11.35
276900,29.30496515,32,12.07
276930,25.23787537,33,11.41
276960,18.96615177,34,11.79
276990,15.3617748,34,11.15
277020,11.6631948,35,10.9
277050,8.236967177,36,10.9
277080,16.94844514,37,10.44
277110,14.35505785,37,10.44
277140,12.81215177,37,9.94
277170,11.53226957,37,9.94
277200,11.61718509,38,9.46
277230,12.07174161,38,9.46
277260,32.80445134,38,9.47
277290,35.61516648,38,9.46
277320,38.16517134,38,9.37
277350,42.92125424,38,9.89
277380,47.05583328,38,9.71
277410,54.26518827,37,9.71
277440,58.42275911,37,9.51
277470,66.87199661,36,10.04
277500,70.85429125,36,10.42
277530,73.63409183,34,11.63
277560,55.02912674,32,12.27
277590,-5.834947259,31,13.73
277620,0,30,14.26
277650,0,29,14.27
277680,0,29,13.8
277710,0,28,14.61
277740,0,28,14.37
277770,0,28,15.23
277800,0,28,15.25
277830,0,27,15.25
277860,0,27,15.38
277890,0,26,16.3
277920,0,26,16.44
277950,0,25,17.43
277980,0,25,17.63
278010,0,25,17.63
278040,0,25,17.82
278070,0,25,18.9
278100,0,25,18.91
278130,0,25,18.91
278160,0,25,18.73
278190,0,25,17.66
278220,-9.735566012,26,16.43
278250,57.78891003,28,15.51
278280,78.42601625,30,13.65
278310,77.85876692,32,12.18
278340,73.63999397,34,11.7
278370,65.81275044,35,11.07
278400,60.68580951,36,10.31
278430,54.17413107,36,10.31
278460,50.53760444,37,9.68
278490,46.15431224,38,9.68
278520,40.8961791,39,9.11
278550,38.32454728,39,9.1
278580,37.79715632,40,8.59
278610,37.52801143,40,8.59
278640,38.61973169,40,8.16
278670,40.07756322,40,8.15
278700,43.81003327,40,8.14
278730,46.61657618,40,8.14
278760,53.15749768,40,8.18
278790,59.89775688,40,8.62
278820,69.00649427,40,8.77
278850,78.17402678,39,8.77
278880,93.26244437,39,9.01
278910,104.5920706,38,9.51
278940,119.3526889,38,10.34
278970,124.6797828,36,11.53
279000,118.0331623,34,12.55
279030,50.88332711,32,14.03
279060,0,31,15.02
279090,0,30,15.9
279120,0,30,15.86
279150,0,29,16.79
279180,0,29,16.82
279210,0,28,17.81
279240,0,28,17.77
279270,0,28,18.83
279300,0,28,18.42
279330,0,27,19.52
279360,0,27,18.59
279390,0,26,18.59
279420,0,26,17.49
279450,0,25,18.55
279480,0,25,17.89
279510,0,25,18.98
279540,0,25,18.76
279570,0,24,18.76
279600,0,24,18.96
279630,0,25,17.88
279660,249.4765548,26,17.42
279690,553.8042376,28,16.44
279720,714.4237512,30,15.32
279750,688.7400867,31,14.48
279780,835.9646997,33,13.25
279810,683.3842976,33,12.53
279840,899.4060059,34,12.64
279870,683.9892852,35,12.64
279900,962.4161693,36,13.05
279930,960.076622,36,13.05
279960,967.8493273,36,13.61
279990,579.2996424,36,13.6
280020,774.7877534,37,14.26
280050,609.5291512,37,14.26
280080,540.6273004,37,15.77
280110,539.0878299,37,16.64
280140,532.81924,37,17.55
280170,732.6204747,36,17.55
280200,732.1507435,36,18.13
280230,745.872984,35,19.14
280260,871.9527375,35,19.4
280290,399.0737952,34,20.49
280320,407.0858503,34,20.07
280350,712.2839973,34,21.21
280380,274.8017581,34,20.5
280410,291.6340463,33,21.68
280440,425.8509095,32,22.35
280470,262.2303896,31,23.65
280500,0,30,24.92
280530,0,29,26.4
280560,0,29,26.47
280590,0,28,26.48
280620,0,28,25.9
280650,0,28,27.45
280680,0,28,25.07
280710,0,27,25.07
280740,0,27,20.49
280770,0,26,21.71
280800,0,26,16.83
280830,0,25,17.85
280860,0,25,14.43
280890,0,25,15.31
280920,0,25,14.04
280950,0,24,14.04
280980,0,24,14.33
281010,0,24,15.21
281040,0,24,17.38
281070,0,25,16.38
281100,199.4758742,26,18.94
281130,359.6891108,27,17.87
281160,337.3669827,29,21.01
281190,423.5974969,30,19.85
281220,524.2792537,31,22.68
281250,863.9526394,31,22.68
281280,577.126815,32,25.97
281310,675.8072713,32,25.97
281340,742.2988914,33,27.86
281370,689.003873,33,27.86
281400,783.8078449,33,29.83
281430,604.28028,33,29.82
281460,756.7838634,33,30.89
281490,493.5355934,33,30.88
281520,543.6397796,34,31.39
281550,593.1024131,34,31.38
281580,584.8319233,34,29.76
281610,966.6266905,34,31.45
281640,817.1447075,34,31.25
281670,868.8466951,33,31.24
281700,914.8942675,33,31.05
281730,908.9641151,33,32.83
281760,903.892464,33,32.65
281790,822.9470243,32,34.53
281820,785.2002649,32,34.34
281850,726.4945281,31,36.33
281880,575.4770703,30,36.37
281910,288.1991913,29,38.51
281940,0,29,40.73
281970,0,28,43.16
282000,0,28,42.5
282030,0,27,42.5
282060,0,27,41.67
282090,0,26,44.18
282120,0,26,43.14
282150,0,26,45.75
282180,0,26,44.33
282210,0,25,44.33
282240,0,25,43.02
282270,0,24,45.64
282300,0,24,45.83
282330,0,24,48.66
282360,0,24,51.62
282390,0,23,51.64
282420,0,23,53.97
282450,0,23,57.31
282480,0,23,55.93
282510,0,23,55.94
282540,233.2712674,23,47.16
282570,481.4424687,23,47.16
282600,605.255665,24,41.32
282630,400.4311739,25,41.32
282660,231.583824,26,39.14
282690,213.5178939,27,36.91
282720,198.8483057,28,36.75
282750,184.6281178,28,34.69
282780,172.1857674,29,34.37
282810,474.9360359,30,32.46
282840,963.7716816,31,31.9
282870,837.2663916,32,31.89
282900,977.7854013,33,30.97
282930,698.5472371,33,30.95
282960,624.6570527,33,29.7
282990,970.1211787,33,29.69
283020,986.8479295,33,29.96
283050,968.6350462,33,31.67
283080,647.1391825,33,31.85
283110,412.8186429,32,31.84
283140,351.8307798,32,31.99
283170,749.844596,32,31.98
283200,878.6817548,32,32.12
283230,848.5803683,32,33.97
283260,731.546914,32,34.33
283290,716.2587316,31,36.32
283320,531.9059782,30,37.42
283350,282.7827333,29,39.62
283380,0,29,40.15
283410,0,29,42.52
283440,0,29,42.94
283470,0,28,42.94
283500,0,28,43.17
283530,0,28,45.74
283560,0,28,45.88
283590,0,27,45.88
283620,0,27,46.21
283650,0,26,48.97
283680,0,26,49.57
283710,0,25,52.56
283740,0,25,52.67
283770,0,25,55.88
283800,0,25,55.82
283830,0,24,55.83
283860,0,24,56.16
283890,0,24,59.63
283920,0,24,60.25
283950,0,24,56.77
283980,197.8730561,25,53.98
284010,338.0632403,26,53.98
284040,385.0897449,27,49.93
284070,330.2412904,27,47.11
284100,303.8785741,28,45.06
284130,280.0801733,29,42.55
284160,252.5705411,30,40.45
284190,404.4518473,31,38.21
284220,215.0767876,32,35.77
284250,762.8730757,33,33.82
284280,224.7407812,34,31.21
284310,217.2579031,34,31.2
284340,213.7922765,35,28.65
284370,211.5639764,35,28.64
284400,211.6789975,36,27.71
284430,214.1439874,36,27.7
284460,159.8670997,36,26.75
284490,328.6453589,35,26.74
284520,408.1339551,35,25.94
284550,317.7885726,35,25.94
284580,873.7619613,35,25.4
284610,880.7148358,34,26.83
284640,904.4531737,34,26.44
284670,847.1832143,33,27.95
284700,811.8403465,33,27.63
284730,723.9240117,32,29.22
284760,570.1315797,32,33.14
284790,276.9741916,31,35.07
284820,0,31,35.07
284850,0,30,37.14
284880,0,30,37.1
284910,0,29,39.3
284940,0,29,38.98
284970,0,28,41.3
285000,0,28,40.53
285030,0,27,42.96
285060,0,27,42.4
285090,0,26,42.4
285120,0,26,42.47
285150,0,25,45.04
285180,0,25,45.5
285210,0,25,48.27
285240,0,25,49.05
285270,0,24,49.06
285300,0,24,50.15
285330,0,24,53.24
285360,0,24,54.41
285390,0,24,54.43
285420,163.2931546,25,51.44
285450,346.5503475,26,48.5
285480,409.8691616,27,41.28
285510,477.0280141,27,38.95
285540,235.1636617,28,35.1
285570,216.6395838,28,35.1
285600,762.2935774,29,33.46
285630,777.2784758,29,33.46
285660,449.9719364,29,34.7
285690,492.8149512,29,34.69
285720,499.7150818,29,36.37
285750,409.2547346,29,36.37
285780,222.8043933,30,38.04
285810,523.5856999,29,38.03
285840,234.7054869,29,39.48
285870,236.170695,29,39.48
285900,261.8892696,29,40.57
285930,267.6574402,29,40.57
285960,959.1288057,29,39.51
285990,963.7562229,29,39.5
286020,949.6874901,30,35.99
286050,923.5744202,30,35.98
286080,769.2061531,31,30.68
286110,839.7547148,31,30.68
286140,525.0791376,31,27.28
286170,531.4875673,30,28.86
286200,567.1474147,29,33.27
286230,270.7670705,29,33.27
286260,0,29,31.3
286290,0,28,33.16
286320,0,28,33.62
286350,0,28,35.62
286380,0,28,35.17
286410,0,27,35.17
286440,0,27,34.56
286470,0,26,36.63
286500,0,26,36.38
286530,0,26,38.57
286560,0,26,38.37
286590,0,25,40.7
286620,0,25,40.39
286650,0,24,40.39
286680,0,24,40.28
286710,0,24,42.76
286740,0,24,43.16
286770,0,23,43.18
286800,0,23,44.09
286830,0,23,44.1
286860,168.5452237,24,43.81
286890,354.9027101,25,41.31
286920,396.5938465,27,37.78
286950,386.7915075,28,33.65
286980,363.4392389,30,27.53
287010,338.1962254,31,26.02
287040,312.0174647,33,21.46
287070,291.1080129,34,21.46
287100,265.8711915,35,19.55
287130,251.7616154,35,18.5
287160,168.6945158,36,17.18
287190,162.256801,36,17.18
287220,154.8216504,37,16.09
287250,151.6122909,37,16.08
287280,147.7363884,38,15.1
287310,149.2011518,38,15.09
287340,282.9142697,38,14.85
287370,290.6710963,38,14.84
287400,278.123509,38,14.51
287430,291.7213254,38,14.51
287460,285.6070359,38,14.19
287490,305.4229228,37,14.97
287520,304.9401065,37,14.68
287550,328.2939887,36,15.49
287580,327.2617942,36,15.41
287610,341.946434,34,17.19
287640,297.9465975,32,22.96
287670,172.1553936,31,24.29
287700,0,30,25.26
287730,0,30,26.75
287760,0,30,25.65
287790,0,29,27.16
287820,0,29,26.15
287850,0,28,27.7
287880,0,28,26.69
287910,0,27,28.29
287940,0,27,27.18
287970,0,26,27.18
288000,0,26,26.6
288030,0,25,28.2
288060,0,25,28.56
288090,0,24,30.3
288120,0,24,30.69
288150,0,24,32.58
288180,0,24,32.75
288210,0,24,32.76
288240,0,24,32.76
288270,0,25,30.87
288300,97.64482192,26,30.15
288330,218.1192478,27,28.44
288360,240.2637218,28,23.65
288390,230.5319272,30,22.33
288420,201.7054508,32,20.44
288450,184.7501906,33,19.32
288480,161.7422457,34,17.85
288510,148.9404611,35,16.9
288540,134.7745243,36,16.62
288570,126.7130147,36,16.62
288600,120.6790095,37,16.16
288630,116.2640114,37,16.15
288660,111.8439413,38,15.58
288690,110.6436278,38,15.57
288720,107.7715649,39,15.69
288750,108.2352033,39,15.68
288780,168.9419256,39,14.7
288810,173.6861279,39,14.69
288840,165.1178338,39,14.18
288870,174.683605,39,14.95
288900,170.5202598,39,14.32
288930,183.2599057,38,15.11
288960,190.6544292,38,14.46
288990,207.8001216,37,15.26
289020,208.3867536,36,14.69
289050,219.2974797,34,16.4
289080,188.5218007,33,18.32
289110,98.13394513,31,20.49
289140,0,30,21.74
289170,0,29,23.02
289200,0,29,22.38
289230,0,28,23.7
289260,0,28,22.89
289290,0,27,24.26
289320,0,27,23.17
289350,0,26,24.56
289380,0,26,23.6
289410,0,25,25.03
289440,0,25,24.74
289470,0,25,26.25
289500,0,25,27.14
289530,0,24,27.14
289560,0,24,27.98
289590,0,24,29.71
289620,0,24,30.22
289650,0,23,30.23
289680,0,23,30.41
289710,0,24,28.66
289740,33.6095449,25,28.1
289770,131.1988767,27,26.51
289800,145.8786955,29,22.2
289830,143.2494196,30,19.8
289860,121.9624337,32,18.02
289890,110.3015632,33,17.04
289920,92.46795479,34,16.67
289950,82.77581524,35,15.78
289980,70.68189882,36,15.05
290010,64.66908899,37,15.04
290040,61.66848307,38,14.13
290070,57.2762688,38,14.12
290100,53.87115373,39,13.09
290130,52.67958343,39,13.09
290160,52.81087375,39,12.09
290190,53.27269024,39,12.08
290220,78.97205808,40,11.69
290250,82.7023313,40,11.69
290280,90.11154391,40,11.29
290310,95.6427809,39,11.29
290340,106.4268155,39,10.93
290370,116.0849203,38,11.52
290400,129.3484992,38,11.14
290430,142.2721673,37,11.75
290460,153.4523851,37,12
290490,160.5374021,35,13.39
290520,139.8652462,33,14.87
290550,60.69857264,31,16.63
290580,0,30,17.36
290610,0,29,18.39
290640,0,29,17.62
290670,0,28,18.67
290700,0,28,17.98
290730,0,27,19.05
290760,0,27,18.57
290790,0,26,19.68
290820,0,26,19.75
290850,0,25,20.94
290880,0,25,21.59
290910,0,24,22.9
290940,0,24,24.28
290970,0,24,25.77
291000,0,24,26.8
291030,0,23,26.8
291060,0,23,27.31
291090,0,23,27.31
291120,0,23,27.29
291150,0,24,25.72
291180,26.45914795,25,25.12
291210,115.1404977,26,23.69
291240,139.438652,28,19.86
291270,134.9441157,30,17.72
291300,121.2103106,33,14.61
291330,108.8504156,34,13.82
291360,96.19461604,35,12.33
291390,87.61406099,36,11.67
291420,76.59327095,37,11.51
291450,70.62977072,37,11.51
291480,64.66284982,38,11.43
291510,61.29347047,38,11.43
291540,57.90317005,39,11.2
291570,57.72002576,39,11.2
291600,56.85416795,40,11.51
291630,58.31344877,40,11.5
291660,61.00448357,40,11
291690,64.71949827,40,10.99
291720,65.1043988,40,10.87
291750,70.5985674,40,11.46
291780,73.32635091,40,11.22
291810,80.89750942,39,11.84
291840,84.02167982,39,11.49
291870,92.70915094,38,12.12
291900,92.45699319,37,11.67
291930,91.66273103,35,13
291960,59.96870275,34,15.2
291990,-19.15344014,32,16.08
292020,0,31,16.32
292050,0,30,17.28
292080,0,30,17.16
292110,0,29,18.17
292140,0,29,17.07
292170,0,28,18.09
292200,0,28,17.28
292230,0,27,17.28
292260,0,27,17.18
292290,0,26,18.21
292320,0,26,18.85
292350,0,25,19.99
292380,0,25,20.91
292410,0,24,22.18
292440,0,24,22.92
292470,0,24,24.33
292500,0,24,24.72
292530,0,23,24.73
292560,0,23,24.86
292590,0,24,23.43
292620,-59.78435364,26,22.53
292650,21.94297601,27,20.05
292680,53.94343805,29,16.98
292710,58.61612236,31,15.16
292740,56.44918584,33,12.33
292770,49.39680461,34,11.67
292800,44.92224053,36,10.37
292830,38.45517274,36,9.82
292860,33.50858674,37,9.28
292890,28.59498378,38,9.28
292920,35.66201568,39,9.08
292950,32.31550682,39,9.07
292980,31.93986664,39,8.81
293010,30.7648174,39,8.81
293040,31.90129566,40,8.38
293070,33.35731092,40,8.38
293100,47.03901485,40,8.27
293130,49.73741731,40,8.27
293160,55.09615466,40,8.05
293190,59.55067544,40,8.48
293220,65.21850954,40,8.09
293250,73.69720957,39,8.53
293280,79.67332296,39,7.96
293310,89.11007306,38,8.4
293340,94.39882287,37,7.67
293370,96.66983329,35,8.56
293400,72.82349,33,9.48
293430,2.577078833,31,10.6
293460,0,30,10.64
293490,0,29,11.27
293520,0,29,10.73
293550,0,28,11.37
293580,0,28,11.77
293610,0,27,12.48
293640,0,27,13.72
293670,0,27,14.54
293700,0,27,16.22
293730,0,26,17.2
293760,0,26,18.53
293790,0,25,19.66
293820,0,25,20.39
293850,0,24,20.39
293880,0,24,20.67
293910,0,24,21.94
293940,0,24,22
293970,0,23,22.01
294000,0,23,22.14
294030,0,24,20.87
294060,-22.09660968,25,20.7
294090,54.60511346,27,18.42
294120,83.392845,29,15.55
294150,83.26551157,31,14.69
294180,77.6791384,33,11.3
294210,67.9407671,34,10.69
294240,60.65082298,35,8.75
294270,52.29911134,36,8.75
294300,46.42778084,37,8.13
294330,40.56464235,37,7.7
294360,38.66587819,38,7.28
294390,35.34226114,38,7.28
294420,33.98111371,39,6.93
294450,32.81381566,39,6.92
294480,32.95210055,40,7.07
294510,34.40410495,40,7.07
294540,34.07546162,40,6.69
294570,37.75587444,40,7.05
294600,41.08656577,40,6.97
294630,47.49881432,39,6.97
294660,53.1029332,39,6.87
294690,61.4835541,38,7.24
294720,69.30277312,38,6.95
294750,79.4739152,37,7.33
294780,86.27606676,37,7.16
294810,88.5549202,35,8.44
294840,66.4204893,33,10.62
294870,-7.108273439,31,11.23
294900,0,30,11.35
294930,0,29,12.02
294960,0,29,11.31
294990,0,28,11.98
295020,0,28,11.46
295050,0,27,12.14
295080,0,27,11.81
295110,0,26,12.52
295140,0,26,12.43
295170,0,26,13.18
295200,0,26,13.41
295230,0,25,14.23
295260,0,25,14.88
295290,0,24,14.89
295320,0,24,16.03
295350,0,23,17.02
295380,0,23,19.04
295410,0,23,20.23
295440,0,23,24.2
295470,0,23,22.8
295500,39.54911294,24,27.47
295530,132.1256137,25,25.9
295560,157.786587,27,27.43
295590,150.8923079,29,25.89
295620,136.9002137,31,22.57
295650,123.4823144,32,21.33
295680,112.380338,34,16.49
295710,102.1458214,35,15.61
295740,94.35077457,36,13.36
295770,86.53864949,36,12.65
295800,95.6743256,37,11.38
295830,91.37360895,37,11.38
295860,88.02677498,38,10.67
295890,86.86687252,38,10.66
295920,86.00642201,39,10.17
295950,87.45365578,39,10.17
295980,92.11363116,39,10.38
296010,96.77465423,39,10.37
296040,100.0753858,39,10.6
296070,108.4426935,39,11.18
296100,115.9792642,39,11.42
296130,128.2560763,38,11.42
296160,139.9093717,38,11.62
296190,155.7996456,37,12.27
296220,171.0868727,37,13.21
296250,182.3140563,35,14.74
296280,167.7501572,33,16.74
296310,81.79514993,32,18.73
296340,0,31,20.42
296370,0,30,21.62
296400,0,30,22.33
296430,0,29,22.33
296460,0,29,23.4
296490,0,28,24.78
296520,0,28,26.41
296550,0,28,27.98
296580,0,28,29.69
296610,0,27,31.48
296640,0,27,32.06
296670,0,26,34
296700,0,25,32.94
296730,0,24,34.94
296760,0,24,32.95
296790,0,24,34.98
296820,0,24,34.02
296850,0,23,34.02
296880,0,23,35.07
296910,0,24,33.04
296940,64.18195423,25,33.48
296970,175.5030476,26,31.58
297000,205.1242801,28,27.2
297030,195.4964765,30,24.26
297060,182.112416,32,17.84
297090,165.0214276,33,16.87
297120,151.1107368,35,13.62
297150,137.9952288,35,12.89
297180,130.2774741,36,12.09
297210,122.5168959,37,12.08
297240,67.68723601,38,11.74
297270,64.40941738,38,11.73
297300,62.07670738,38,11.35
297330,59.92383454,38,11.34
297360,60.06409527,39,10.83
297390,61.50578541,39,10.83
297420,68.15332903,39,10.73
297450,71.79354066,39,10.73
297480,77.062369,39,10.55
297510,83.38202421,39,10.55
297540,90.84714761,39,10.31
297570,100.0143123,38,10.87
297600,109.4924608,38,10.6
297630,120.0862244,37,11.19
297660,126.8293501,37,11.55
297690,129.943166,35,12.88
297720,103.8025374,34,14.89
297750,18.29575727,33,15.75
297780,0,32,16.74
297810,0,31,17.72
297840,0,31,18.18
297870,0,30,19.26
297900,0,30,20.18
297930,0,29,21.37
297960,0,29,22.79
297990,0,28,22.8
298020,0,28,24.63
298050,0,27,26.1
298080,0,27,30.35
298110,0,26,32.18
298140,0,26,35.21
298170,0,25,35.21
298200,0,25,37.93
298230,0,24,40.25
298260,0,24,43.2
298290,0,24,45.86
298320,0,24,49.41
298350,0,25,46.56
298380,44.8334629,26,47.17
298410,156.735826,27,44.48
298440,186.4054242,28,41.31
298470,181.0779134,29,39
298500,166.3157031,30,35.88
298530,151.5580533,31,33.9
298560,137.8419445,33,30.7
298590,125.8472391,33,29.03
298620,116.2077694,34,25.93
298650,108.4992592,35,25.92
298680,115.7044768,36,22.86
298710,110.4495449,36,21.64
298740,105.1307609,37,19.01
298770,102.9845429,37,19
298800,100.1249516,38,16.8
298830,100.5603131,38,16.8
298860,96.19435941,38,15.85
298890,99.81231772,38,15.84
298920,103.0472711,38,14.91
298950,109.3165204,38,14.9
298980,114.7062322,38,13.86
299010,124.7578026,37,14.62
299040,132.0513852,37,13.46
299070,144.3326058,36,14.21
299100,148.501573,36,13.04
299130,153.4380337,34,14.55
299160,125.5672629,32,15.78
299190,38.40650867,31,16.69
299220,0,30,17.42
299250,0,29,18.45
299280,0,29,18.62
299310,0,28,19.73
299340,0,28,20.33
299370,0,27,21.54
299400,0,27,21.37
299430,0,26,22.66
299460,0,26,20.53
299490,0,25,21.77
299520,0,25,18.24
299550,0,24,19.35
299580,0,24,16.59
299610,0,23,17.61
299640,0,23,16.11
299670,0,23,17.11
299700,0,23,16.37
299730,0,22,16.38
299760,0,22,16.25
299790,0,23,15.31
299820,3.537568816,24,14.84
299850,92.82218276,26,13.99
299880,114.6293917,28,12.31
299910,111.6364393,29,10.97
299940,93.50998212,31,9.51
299970,82.09210233,32,8.99
300000,67.57385872,33,8.87
300030,57.70173663,34,8.87
300060,45.14153343,35,8.68
300090,38.48560335,35,8.22
300120,28.72590445,36,7.7
300150,24.49384124,36,7.69
300180,17.18877845,37,6.96
300210,14.04883319,37,6.96
300240,10.18881803,38,6.49
300270,9.617055626,38,6.49
300300,14.23652515,38,5.61
300330,15.83076936,38,5.61
300360,18.02984905,38,4.97
300390,22.24589853,38,5.24
300420,28.55617074,38,4.7
300450,35.48609185,37,4.96
300480,46.58549161,37,4.64
300510,56.53773727,36,4.9
300540,70.10157585,35,5.15
300570,75.79429268,32,5.76
300600,66.03353855,30,7.44
300630,1.145773214,28,8.34
300660,0,27,9.62
300690,0,26,10.2
300720,0,26,11.22
300750,0,25,11.9
300780,0,25,13.16
300810,0,24,13.97
300840,0,24,15.37
300870,0,23,16.32
300900,0,23,17.31
300930,0,23,18.39
300960,0,23,18.99
300990,0,22,18.99
301020,0,22,19.48
301050,0,22,20.69
301080,0,22,21.24
301110,0,21,21.25
301140,0,21,21.77
301170,0,21,23.15
301200,0,21,23.61
301230,0,21,22.22
301260,36.33050481,22,21.45
301290,134.7601669,23,20.21
301320,161.7954198,25,17.92
301350,154.1717968,27,16.9
301380,130.6951088,29,13.74
301410,114.6234482,30,12.98
301440,97.30634958,31,10.22
301470,85.55858404,32,9.66
301500,74.07862219,33,8.53
301530,66.47577858,34,8.53
301560,56.75136426,35,7.73
301590,52.54214695,35,7.32
301620,48.25059572,36,6.76
301650,46.11653539,36,6.75
301680,44.25551745,37,6.69
301710,44.67582629,37,6.69
301740,45.27962705,37,6.31
301770,47.84867866,37,6.31
301800,52.00986004,38,6.36
301830,58.16987646,37,6.36
301860,66.39661747,37,6.42
301890,76.19872578,37,6.77
301920,86.09412484,37,6.79
301950,98.70055215,36,7.18
301980,109.6273416,35,7.23
302010,116.0073996,33,8.07
302040,95.19009905,32,10.28
302070,16.53824572,31,10.88
302100,0,30,10.93
302130,0,29,11.57
302160,0,28,10.94
302190,0,27,11.59
302220,0,27,10.96
302250,0,26,11.62
302280,0,26,11.03
302310,0,25,11.7
302340,0,25,11.16
302370,0,24,11.84
302400,0,24,11.79
302430,0,24,12.52
302460,0,24,13.62
302490,0,23,14.46
302520,0,23,16.33
302550,0,22,16.33
302580,0,22,18.15
302610,0,21,19.29
302640,0,21,20.66
302670,0,22,19.45
302700,26.25065159,23,19.08
302730,129.5476367,25,17.98
302760,157.902604,27,16.21
302790,152.6836471,29,14.43
302820,134.870886,31,13
302850,120.1519272,32,12.29
302880,104.0392592,34,10.84
302910,92.41762259,35,10.25
302940,80.0188746,36,9.58
302970,72.46962143,36,9.07
303000,56.78069029,37,8.47
303030,52.59429338,37,8.47
303060,47.31604067,38,7.9
303090,45.18747301,38,7.89
303120,42.32486738,39,7.43
303150,42.73643439,39,7.43
303180,54.32346266,39,7.36
303210,57.8658262,39,7.36
303240,62.98705936,39,7.27
303270,69.08817026,38,7.66
303300,78.22722479,38,7.54
303330,88.89524642,37,7.96
303360,99.57662017,37,7.87
303390,112.819959,36,8.31
303420,127.0767829,36,8.75
303450,133.072596,34,9.77
303480,117.0251446,32,11.15
303510,32.61592771,30,11.8
303540,0,29,12.69
303570,0,28,13.45
303600,0,28,13.54
303630,0,27,14.35
303660,0,27,14.2
303690,0,26,15.05
303720,0,26,14.74
303750,0,25,15.63
303780,0,25,15.24
303810,0,24,16.17
303840,0,24,15.87
303870,0,23,16.85
303900,0,23,16.59
303930,0,23,17.62
303960,0,23,17.4
303990,0,22,17.4
304020,0,22,17.37
304050,0,22,18.46
