#1	
"double Cosine(6247, 2)"	
1999	0.994342
1999.5	0.999691
2000	0.996749
2000.5	0.97919
2001	0.943279
2001.5	1
2002	1
2002.5	1
2003	0
2003.5	0
2004	0
2004.5	0
2005	0
2005.5	0
2006	0
2006.5	1
2007	0.944989
2007.5	0.980303
2008	0.997102
2008.5	0.999605
2009	0.994188
2009.5	0.987577
2010	0.984607
2010.5	0.987492
2011	0.994364
2011.5	0.999693
2012	0.996751
2012.5	0.979211
2013	0.943318
2013.5	1
2014	1
2014.5	1
2015	0
2015.5	0
2016	0
2016.5	0
2017	0
2017.5	0
2018	0
2018.5	1
2019	0.94473
2019.5	0.980151
2020	0.997045
2020.5	0.999624
2021	0.994251
2021.5	0.987657
2022	0.984688
2022.5	0.987531
2023	0.994374
2023.5	0.999692
2024	0.996762
2024.5	0.979253
2025	0.94339
2025.5	1
2026	1
2026.5	1
2027	0
2027.5	0
2028	0
2028.5	0
2029	0
2029.5	0
2030	0
2030.5	1
2031	0.944503
2031.5	0.980014
2032	0.996997
2032.5	0.999639
2033	0.994302
2033.5	0.987718
2034	0.984747
2034.5	0.987552
2035	0.994372
2035.5	0.999688
2036	0.996781
2036.5	0.979316
2037	0.943495
2037.5	1
2038	1
2038.5	1
2039	0
2039.5	0
2040	0
2040.5	0
2041	0
2041.5	0
2042	0
2042.5	1
2043	0.944308
2043.5	0.9799
2044	0.996956
2044.5	0.999651
2045	0.99434
2045.5	0.987759
2046	0.984786
2046.5	0.987555
2047	0.994357
2047.5	0.999682
2048	0.996808
2048.5	0.979398
2049	0.943632
2049.5	1
2050	1
2050.5	1
2051	0
2051.5	0
2052	0
2052.5	0
2053	0
2053.5	0
2054	0
2054.5	1
2055	0.944147
2055.5	0.979803
2056	0.996923
2056.5	0.99966
2057	0.994366
2057.5	0.987782
2058	0.984803
2058.5	0.987539
2059	0.994331
2059.5	0.999673
2060	0.996844
2060.5	0.9795
2061	0.943802
2061.5	1
2062	1
2062.5	1
2063	0
2063.5	0
2064	0
2064.5	0
2065	0
2065.5	0
2066	0
2066.5	1
2067	0.944018
2067.5	0.979728
2068	0.996899
2068.5	0.999666
2069	0.994379
2069.5	0.987785
2070	0.9848
2070.5	0.987504
2071	0.994292
2071.5	0.999661
2072	0.996887
2072.5	0.979623
2073	0.944004
2073.5	1
2074	1
2074.5	1
2075	0
2075.5	0
2076	0
2076.5	0
2077	0
2077.5	0
2078	0
2078.5	1
2079	0.943923
2079.5	0.979673
2080	0.996882
2080.5	0.999669
2081	0.99438
2081.5	0.98777
2082	0.984775
2082.5	0.987452
2083	0.994241
2083.5	0.999646
2084	0.996939
2084.5	0.979764
2085	0.944238
2085.5	1
2086	1
2086.5	1
2087	0
2087.5	0
2088	0
2088.5	0
2089	0
2089.5	0
2090	0
2090.5	1
2091	0.943861
2091.5	0.979638
2092	0.996875
2092.5	0.999669
2093	0.994369
2093.5	0.987736
2094	0.984729
2094.5	0.987381
2095	0.994178
2095.5	0.999627
2096	0.996997
2096.5	0.979924
2097	0.944503
2097.5	1
2098	1
2098.5	1
2099	0
2099.5	0
2100	0
2100.5	0
2101	0
2101.5	0
2102	0
2102.5	0
2103	0.943834
2103.5	0.979625
2104	0.996875
2104.5	0.999666
2105	0.994345
2105.5	0.987683
2106	0.984663
2106.5	0.987291
2107	0.994102
2107.5	0.999605
2108	0.997064
2108.5	0.980103
2109	0.944798
2109.5	1
2110	1
2110.5	1
2111	0
2111.5	0
2112	0
2112.5	0
2113	0
2113.5	0
2114	0
2114.5	1
2115	0.943841
2115.5	0.979632
2116	0.996884
2116.5	0.99966
2117	0.994309
2117.5	0.987612
2118	0.984574
2118.5	0.987183
2119	0.994013
2119.5	0.999579
2120	0.997136
2120.5	0.9803
2121	0.945123
2121.5	1
2122	1
2122.5	1
2123	0
2123.5	0
2124	0
2124.5	0
2125	0
2125.5	0
2126	0
2126.5	0
2127	0.943882
2127.5	0.979661
2128	0.996902
2128.5	0.999652
2129	0.99426
2129.5	0.987521
2130	0.984465
2130.5	0.987055
2131	0.993912
2131.5	0.99955
2132	0.997216
2132.5	0.980515
2133	0.945478
2133.5	1
2134	1
2134.5	1
2135	0
2135.5	0
2136	0
2136.5	0
2137	0
2137.5	0
2138	0
2138.5	0
2139	0.943957
2139.5	0.979711
2140	0.996929
2140.5	0.99964
2141	0.994198
2141.5	0.98741
2142	0.984333
2142.5	0.986909
2143	0.993797
2143.5	0.999516
2144	0.997302
2144.5	0.980747
2145	0.945863
2145.5	1
2146	1
2146.5	1
2147	0
2147.5	0
2148	0
2148.5	0
2149	0
2149.5	0
2150	0
2150.5	0
2151	0
2151.5	0.979726
2152	0.996968
2152.5	0.999624
2153	0.994124
2153.5	0.987281
2154	0.98418
2154.5	0.986743
2155	0.993669
2155.5	0.999477
2156	0.997393
2156.5	0.980995
2157	0.946275
2157.5	1
2158	1
2158.5	1
2159	0
2159.5	0
2160	0
2160.5	0
2161	0
2161.5	0
2162	0
2162.5	0
2163	0.944211
2163.5	0.979844
2164	0.99701
2164.5	0.999606
2165	0.994036
2165.5	0.987131
2166	0.984005
2166.5	0.986558
2167	0.993527
2167.5	0.999434
2168	0.99749
2168.5	0.981282
2169	0.946754
2169.5	1
2170	1
2170.5	1
2171	0
2171.5	0
2172	0
2172.5	0
2173	0
2173.5	0
2174	0
2174.5	0
2175	0.944381
2175.5	0.979981
2176	0.997057
2176.5	0.999584
2177	0.993936
2177.5	0.986968
2178	0.983808
2178.5	0.986334
2179	0.993358
2179.5	0.999381
2180	0.997599
2180.5	0.981562
2181	0.947221
2181.5	1
2182	1
2182.5	1
2183	0
2183.5	0
2184	0
2184.5	0
2185	0
2185.5	0
2186	0
2186.5	0
2187	0.944595
2187.5	0.980116
2188	0.997116
2188.5	0.999557
2189	0.99382
2189.5	0.986778
2190	0.983587
2190.5	0.986109
2191	0.993188
2191.5	0.999326
2192	0.997705
2192.5	0.981857
2193	0.947714
2193.5	1
2194	1
2194.5	1
2195	0
2195.5	0
2196	0
2196.5	0
2197	0
2197.5	0
2198	0
2198.5	0
2199	0.944844
2199.5	0.980272
2200	0.997183
2200.5	0.999526
2201	0.99369
2201.5	0.986566
2202	0.983343
2202.5	0.985863
2203	0.993003
2203.5	0.999265
2204	0.997815
2204.5	0.982166
2205	0.948232
2205.5	1
2206	1
2206.5	1
2207	0
2207.5	0
2208	0
2208.5	0
2209	0
2209.5	0
2210	0
2210.5	0
2211	0.945128
2211.5	0.980447
2212	0.997258
2212.5	0.999491
2213	0.993546
2213.5	0.986333
2214	0.983075
2214.5	0.985597
2215	0.992803
2215.5	0.999198
2216	0.997927
2216.5	0.982488
2217	0.948773
2217.5	1
2218	1
2218.5	1
2219	0
2219.5	0
2220	0
2220.5	0
2221	0
2221.5	0
2222	0
2222.5	0
2223	0.945446
2223.5	0.980638
2224	0.997339
2224.5	0.99945
2225	0.993386
2225.5	0.986078
2226	0.982783
2226.5	0.98531
2227	0.992588
2227.5	0.999123
2228	0.998043
2228.5	0.982823
2229	0.949339
2229.5	1
2230	1
2230.5	1
2231	0
2231.5	0
2232	0
2232.5	0
2233	0
2233.5	0
2234	0
2234.5	0
2235	0.945797
2235.5	0.980855
2236	0.997428
2236.5	0.999404
2237	0.993211
2237.5	0.985801
2238	0.982466
2238.5	0.985002
2239	0.992358
2239.5	0.999041
2240	0.99816
2240.5	0.98317
2241	0.949926
2241.5	1
2242	1
2242.5	1
2243	0
2243.5	0
2244	0
2244.5	0
2245	0
2245.5	0
2246	0
2246.5	0
2247	0.946183
2247.5	0.981096
2248	0.997525
2248.5	0.999352
2249	0.993019
2249.5	0.985501
2250	0.982125
2250.5	0.984672
2251	0.99211
2251.5	0.998951
2252	0.998279
2252.5	0.983529
2253	0.950535
2253.5	1
2254	1
2254.5	1
2255	0
2255.5	0
2256	0
2256.5	0
2257	0
2257.5	0
2258	0
2258.5	0
2259	0.946601
2259.5	0.981347
2260	0.997623
2260.5	0.999293
2261	0.992811
2261.5	0.985178
2262	0.981758
2262.5	0.984319
2263	0.991847
2263.5	0.998853
2264	0.998399
2264.5	0.983898
2265	0.951166
2265.5	1
2266	1
2266.5	1
2267	0
2267.5	0
2268	0
2268.5	0
2269	0
2269.5	0
2270	0
2270.5	0
2271	0.947052
2271.5	0.981616
2272	0.997731
2272.5	0.999227
2273	0.992586
2273.5	0.984831
2274	0.981364
2274.5	0.983944
2275	0.991566
2275.5	0.998746
2276	0.99852
2276.5	0.984277
2277	0.951816
2277.5	1
2278	1
2278.5	1
2279	0
2279.5	0
2280	0
2280.5	0
2281	0
2281.5	0
2282	0
2282.5	0
2283	0.947536
2283.5	0.981915
2284	0.99784
2284.5	0.999154
2285	0.992343
2285.5	0.98446
2286	0.980944
2286.5	0.983545
2287	0.991267
2287.5	0.998629
2288	0.99864
2288.5	0.984665
2289	0.952485
2289.5	1
2290	1
2290.5	1
2291	0
2291.5	0
2292	0
2292.5	0
2293	0
2293.5	0
2294	0
2294.5	0
2295	0.948051
2295.5	0.982206
2296	0.997955
2296.5	0.999072
2297	0.992082
2297.5	0.984064
2298	0.980496
2298.5	0.982524
2299	0.990951
2299.5	0.998502
2300	0.998759
2300.5	0.985062
2301	0.953172
2301.5	1
2302	1
2302.5	1
2303	0
2303.5	0
2304	0
2304.5	0
2305	0
2305.5	0
2306	0
2306.5	0
2307	0.948597
2307.5	0.982555
2308	0.998074
2308.5	0.998983
2309	0.991803
2309.5	0.983642
2310	0.98002
2310.5	0.982675
2311	0.990615
2311.5	0.998364
2312	0.998876
2312.5	0.985466
2313	0.953877
2313.5	1
2314	1
2314.5	1
2315	0
2315.5	0
2316	0
2316.5	0
2317	0
2317.5	0
2318	0
2318.5	0
2319	0.949174
2319.5	0.982901
2320	0.998196
2320.5	0.998883
2321	0.991503
2321.5	0.983194
2322	0.979516
2322.5	0.982203
2323	0.99026
2323.5	0.998215
2324	0.998992
2324.5	0.985878
2325	0.954599
2325.5	1
2326	1
2326.5	1
2327	0
2327.5	0
2328	0
2328.5	0
2329	0
2329.5	0
2330	0
2330.5	0
2331	0.949781
2331.5	0.983267
2332	0.998322
2332.5	0.998774
2333	0.991183
2333.5	0.982718
2334	0.978982
2334.5	0.981704
2335	0.989885
2335.5	0.998053
2336	0.999104
2336.5	0.986296
2337	0.955336
2337.5	1
2338	1
2338.5	1
2339	0
2339.5	0
2340	0
2340.5	0
2341	0
2341.5	0
2342	0
2342.5	0
2343	0.950417
2343.5	0.983621
2344	0.998449
2344.5	0.998653
2345	0.990842
2345.5	0.982216
2346	0.978418
2346.5	0.981179
2347	0.98949
2347.5	0.99788
2348	0.999213
2348.5	0.986719
2349	0.956087
2349.5	1
2350	1
2350.5	1
2351	0
2351.5	0
2352	0
2352.5	0
2353	0
2353.5	0
2354	0
2354.5	0
2355	0
2355.5	0
2356	0.998573
2356.5	0.99852
2357	0.990479
2357.5	0.981684
2358	0.977823
2358.5	0.980627
2359	0.989073
2359.5	0.997693
2360	0.999318
2360.5	0.987147
2361	0.956853
2361.5	1
2362	1
2362.5	1
2363	0
2363.5	0
2364	0
2364.5	0
2365	0
2365.5	0
2366	0
2366.5	0
2367	0
2367.5	0.984399
2368	0
2368.5	0.998376
2369	0.990094
2369.5	0.980674
2370	0.977197
2370.5	0.980047
2371	0.988635
2371.5	0.997493
2372	0.999418
2372.5	0.98758
2373	0.957631
2373.5	1
2374	1
2374.5	1
2375	0
2375.5	0
2376	0
2376.5	0
2377	0
2377.5	0
2378	0
2378.5	0
2379	0.952492
2379.5	0.984852
2380	0.998828
2380.5	0.998218
2381	0.989686
2381.5	0.980534
2382	0.976538
2382.5	0.979439
2383	0.988174
2383.5	0.997278
2384	0.999512
2384.5	0.988015
2385	0.958422
2385.5	0
2386	0
2386.5	0
2387	0
2387.5	0
2388	0
2388.5	0
2389	0
2389.5	0
2390	0
2390.5	0
2391	0.953236
2391.5	0.985271
2392	0.998953
2392.5	0.998046
2393	0.989253
2393.5	0.979912
2394	0.975847
2394.5	0.978801
2395	0.987691
2395.5	0.997048
2396	0.9996
2396.5	0.988453
2397	0.959223
2397.5	1
2398	1
2398.5	0
2399	0
2399.5	0
2400	0
2400.5	0
2401	0
2401.5	0
2402	0
2402.5	0
2403	0.954006
2403.5	0.985696
2404	0.999074
2404.5	0.997859
2405	0.988795
2405.5	0.978632
2406	0.975121
2406.5	0.978133
2407	0.987184
2407.5	0.996803
2408	0.999681
2408.5	0.988893
2409	0.960034
2409.5	1
2410	1
2410.5	1
2411	0
2411.5	0
2412	0
2412.5	0
2413	0
2413.5	0
2414	0
2414.5	0
2415	0.9548
2415.5	0.986181
2416	0.999194
2416.5	0.997657
2417	0.988311
2417.5	0.978575
2418	0.974361
2418.5	0.977434
2419	0.986652
2419.5	0.996541
2420	0.999755
2420.5	0.989334
2421	0.960855
2421.5	1
2422	1
2422.5	1
2423	0
2423.5	0
2424	0
2424.5	0
2425	0
2425.5	0
2426	0
2426.5	0
2427	0.955617
2427.5	0.986616
2428	0.999308
2428.5	0.997437
2429	0.987766
2429.5	0.977856
2430	0.973565
2430.5	0.976704
2431	0.986096
2431.5	0.996262
2432	0.99982
2432.5	0.989774
2433	0.961683
2433.5	1
2434	1
2434.5	0
2435	0
2435.5	0
2436	0
2436.5	0
2437	0
2437.5	0
2438	0
2438.5	0
2439	0.956456
2439.5	0.987089
2440	0.999417
2440.5	0.997189
2441	0.987262
2441.5	0.977103
2442	0.972733
2442.5	0.975942
2443	0.985515
2443.5	0.995967
2444	0.999876
2444.5	0.990214
2445	0.962518
2445.5	1
2446	1
2446.5	1
2447	0
2447.5	0
2448	0
2448.5	0
2449	0
2449.5	0
2450	0
2450.5	0
2451	0.957317
2451.5	0.98757
2452	0.999521
2452.5	0
2453	0
2453.5	0.976315
2454	0.971863
2454.5	0.974302
2455	0.984907
2455.5	0.995653
2456	0.999922
2456.5	0.990653
2457	0.963359
2457.5	1
2458	1
2458.5	1
2459	0
2459.5	0
2460	0
2460.5	0
2461	0
2461.5	0
2462	0
2462.5	0
2463	0.958198
2463.5	0.988085
2464	0.999617
2464.5	0.996668
2465	0.986098
2465.5	0.975491
2466	0.970956
2466.5	0.974318
2467	0.984273
2467.5	0.99532
2468	0.999959
2468.5	0.991089
2469	0.964206
2469.5	1
2470	1
2470.5	1
2471	0
2471.5	0
2472	0
2472.5	0
2473	0
2473.5	0
2474	0
2474.5	0
2475	0.959098
2475.5	0.988567
2476	0.999705
2476.5	0.996371
2477	0.985471
2477.5	0.97463
2478	0.97001
2478.5	0.973455
2479	0.983612
2479.5	0.994968
2480	0.999984
2480.5	0.991522
2481	0.965056
2481.5	1
2482	1
2482.5	1
2483	0
2483.5	0
2484	0
2484.5	0
2485	0
2485.5	0
2486	0
2486.5	0
2487	0.960016
2487.5	0.989081
2488	0.999783
2488.5	0.996053
2489	0.984812
2489.5	0.973731
2490	0.969024
2490.5	0.972558
2491	0.982923
2491.5	0.994597
2492	0.999998
2492.5	0.991951
2493	0.96591
2493.5	1
2494	0
2494.5	0
2495	0
2495.5	0
2496	0
2496.5	0
2497	0
2497.5	0
2498	0
2498.5	0
2499	0.960951
2499.5	0.989552
2500	0
2500.5	0.995712
2501	0.98412
2501.5	0.972062
2502	0.967997
2502.5	0.971624
2503	0.982206
2503.5	0.994205
2504	0.999999
2504.5	0.992376
2505	0.966767
2505.5	1
2506	1
2506.5	1
2507	0
2507.5	0
2508	0
2508.5	0
2509	0
2509.5	0
2510	0
2510.5	0
2511	0.961902
2511.5	0.990056
2512	0.999908
2512.5	0.995346
2513	0.983395
2513.5	0.971815
2514	0.966929
2514.5	0.970653
2515	0.981459
2515.5	0.993792
2516	0.999988
2516.5	0.992796
2517	0.967625
2517.5	1
2518	0.80795
2518.5	0
2519	0
2519.5	0
2520	0
2520.5	0
2521	0
2521.5	0
2522	0
2522.5	0
2523	0
2523.5	0.990562
2524	0.999952
2524.5	0.994955
2525	0.982531
2525.5	0.970797
2526	0.965819
2526.5	0.969646
2527	0.980683
2527.5	0.993358
2528	0.999963
2528.5	0.99321
2529	0.968483
2529.5	1
2530	0
2530.5	0
2531	0
2531.5	0
2532	0
2532.5	0
2533	0
2533.5	0
2534	0
2534.5	0
2535	0.963845
2535.5	0.991067
2536	0.999983
2536.5	0.994543
2537	0.98184
2537.5	0.969737
2538	0.964665
2538.5	0.9686
2539	0.979877
2539.5	0.992901
2540	0.999924
2540.5	0.99347
2541	0.969034
2541.5	1
2542	1
2542.5	0
2543	0
2543.5	0
2544	0
2544.5	0
2545	0
2545.5	0
2546	0
2546.5	0
2547	0.964481
2547.5	0.99141
2548	0.999995
2548.5	0.99425
2549	0.981251
2549.5	0.968833
2550	0.963471
2550.5	0.967661
2551	0.979266
2551.5	0.992579
2552	0.99989
2552.5	0.993874
2553	0.969893
2553.5	1
2554	0
2554.5	0
2555	0
2555.5	0
2556	0
2556.5	0
2557	0
2557.5	0
2558	0
2558.5	0
2559	0.965479
2559.5	0
2560	1
2560.5	0.993788
2561	0.980392
2561.5	0.967692
2562	0.962229
2562.5	0.966537
2563	0.978402
2563.5	0.992083
2564	0.999827
2564.5	0.994269
2565	0.970751
2565.5	1
2566	1
2566.5	1
2567	0
2567.5	0
2568	0
2568.5	0
2569	0
2569.5	0
2570	0
2570.5	0
2571	0.966486
2571.5	0.992414
2572	0.999988
2572.5	0.993298
2573	0.979494
2573.5	0.966507
2574	0.960942
2574.5	0.965372
2575	0.977506
2575.5	0.991563
2576	0.999747
2576.5	0.994657
2577	0.971607
2577.5	1
2578	1
2578.5	0
2579	0
2579.5	0
2580	0
2580.5	0
2581	0
2581.5	0
2582	0
2582.5	0
2583	0
2583.5	0
2584	0.999958
2584.5	0
2585	0
2585.5	0.965277
2586	0.959608
2586.5	0.964166
2587	0.976373
2587.5	0.991019
2588	0.999652
2588.5	0.995035
2589	0.972459
2589.5	1
2590	1
2590.5	1
2591	0
2591.5	0
2592	0
2592.5	0
2593	0
2593.5	0
2594	0
2594.5	0
2595	0.968525
2595.5	0.993392
2596	0.99991
2596.5	0.992227
2597	0.97758
2597.5	0.964001
2598	0.958227
2598.5	0.962918
2599	0.975615
2599.5	0.99045
2600	0.999539
2600.5	0.995404
2601	0.973308
2601.5	1
2602	1
2602.5	1
2603	0
2603.5	0
2604	0
2604.5	0
2605	0
2605.5	0
2606	0
2606.5	0
2607	0.969553
2607.5	0.993876
2608	0.999841
2608.5	0.991644
2609	0.976561
2609.5	0.962678
2610	0.956797
2610.5	0.961628
2611	0.974619
2611.5	0.989856
2612	0.99941
2612.5	0.995762
2613	0.974153
2613.5	1
2614	1
2614.5	1
2615	0
2615.5	0
2616	0
2616.5	0
2617	0
2617.5	0
2618	0
2618.5	0
2619	0.970586
2619.5	0.994345
2620	0.99975
2620.5	0.991028
2621	0.975501
2621.5	0.961306
2622	0.95532
2622.5	0.960293
2623	0.973589
2623.5	0.989236
2624	0.999262
2624.5	0.99611
2625	0.974993
2625.5	1
2626	1
2626.5	1
2627	0
2627.5	0
2628	0
2628.5	0
2629	0
2629.5	0
2630	0
2630.5	0
2631	0.971621
2631.5	0.994795
2632	0.999637
2632.5	0.990378
2633	0.974397
2633.5	0.959886
2634	0.953792
2634.5	0.958915
2635	0.972523
2635.5	0.98859
2636	0.999096
2636.5	0.996446
2637	0.975827
2637.5	1
2638	1
2638.5	1
2639	0
2639.5	0
2640	0
2640.5	0
2641	0
2641.5	0
2642	0
2642.5	0
2643	0
2643.5	0.995247
2644	0.999499
2644.5	0.989687
2645	0.973162
2645.5	0.958417
2646	0.952215
2646.5	0.957492
2647	0.971422
2647.5	0.987917
2648	0.998911
2648.5	0.996771
2649	0.976655
2649.5	1
2650	1
2650.5	0
2651	0
2651.5	0
2652	0
2652.5	0
2653	0
2653.5	0
2654	0
2654.5	0
2655	0.973693
2655.5	0
2656	0.999337
2656.5	0.988972
2657	0.972057
2657.5	0.956054
2658	0.950587
2658.5	0.956023
2659	0.970284
2659.5	0.987216
2660	0.998707
2660.5	0.997083
2661	0.977476
2661.5	1
2662	1
2662.5	0
2663	0
2663.5	0
2664	0
2664.5	0
2665	0
2665.5	0
2666	0
2666.5	0
2667	0.974728
2667.5	0.996118
2668	0.99915
2668.5	0.988214
2669	0.970819
2669.5	0.955326
2670	0.948907
2670.5	0.954508
2671	0.969109
2671.5	0.986488
2672	0.998482
2672.5	0.997382
2673	0.97829
2673.5	1
2674	1
2674.5	1
2675	0
2675.5	0
2676	0
2676.5	0
2677	0
2677.5	0
2678	0
2678.5	0
2679	0.975759
2679.5	0.996523
2680	0.998935
2680.5	0.987418
2681	0.969535
2681.5	0.953703
2682	0.947175
2682.5	0.952947
2683	0.967897
2683.5	0.985731
2684	0.998238
2684.5	0.997667
2685	0.979096
2685.5	1
2686	1
2686.5	0
2687	0
2687.5	0
2688	0
2688.5	0
2689	0
2689.5	0
2690	0
2690.5	0
2691	0.976787
2691.5	0.996917
2692	0.998691
2692.5	0.986583
2693	0.968203
2693.5	0.952028
2694	0.94539
2694.5	0.951337
2695	0.966646
2695.5	0.984945
2696	0.997972
2696.5	0.997939
2697	0.979893
2697.5	1
2698	1
2698.5	0
2699	0
2699.5	0
2700	0
2700.5	0
2701	0
2701.5	0
2702	0
2702.5	0
2703	0.977808
2703.5	0.997293
2704	0.998417
2704.5	0.985708
2705	0.966823
2705.5	0.950299
2706	0.943552
2706.5	0.94968
2707	0.965357
2707.5	0.98413
2708	0.997685
2708.5	0.998196
2709	0.980682
2709.5	1
2710	1
2710.5	0
2711	0
2711.5	0
2712	0
2712.5	0
2713	0
2713.5	0
2714	0
2714.5	0
2715	0
2715.5	0.99765
2716	0.99811
2716.5	0.984782
2717	0.965394
2717.5	0.948517
2718	0.941512
2718.5	0.947974
2719	0.964029
2719.5	0.983285
2720	0.997376
2720.5	0.998438
2721	0.981461
2721.5	1
2722	1
2722.5	1
2723	0
2723.5	0
2724	0
2724.5	0
2725	0
2725.5	0
2726	0
2726.5	0
2727	0.979827
2727.5	0.997987
2728	0.997774
2728.5	0.983824
2729	0.963915
2729.5	0.94668
2730	0.939714
2730.5	0.946219
2731	0.962662
2731.5	0.98241
2732	0.997045
2732.5	0.998664
2733	0.98223
2733.5	1
2734	1
2734.5	1
2735	0
2735.5	0
2736	0
2736.5	0
2737	0
2737.5	0
2738	0
2738.5	0
2739	0.980823
2739.5	0.998306
2740	0.997409
2740.5	0.982833
2741	0.962385
2741.5	0.944788
2742	0.937713
2742.5	0.944414
2743	0.961254
2743.5	0.981505
2744	0.996691
2744.5	0.998874
2745	0.982988
2745.5	1
2746	1
2746.5	1
2747	0
2747.5	0
2748	0
2748.5	0
2749	0
2749.5	0
2750	0
2750.5	0
2751	0.981807
2751.5	0.998594
2752	0.997007
2752.5	0.981788
2753	0.960804
2753.5	0.94284
2754	0.935657
2754.5	0.942559
2755	0.959806
2755.5	0.980568
2756	0.996314
2756.5	0.999068
2757	0.983736
2757.5	1
2758	1
2758.5	1
2759	0
2759.5	0
2760	0
2760.5	0
2761	0
2761.5	0
2762	0
2762.5	0
2763	0.982778
2763.5	0.998862
2764	0.99657
2764.5	0.9807
2765	0.959172
2765.5	0.940836
2766	0.933545
2766.5	0.940655
2767	0.958317
2767.5	0.9796
2768	0.995914
2768.5	0.999244
2769	0.984471
2769.5	1
2770	1
2770.5	1
2771	0
2771.5	0
2772	0
2772.5	0
2773	0
2773.5	0
2774	0
2774.5	0
2775	0.983734
2775.5	0.999105
2776	0.996097
2776.5	0.979566
2777	0.957487
2777.5	0.938775
2778	0.931377
2778.5	0.9387
2779	0.956788
2779.5	0.978601
2780	0.995489
2780.5	0.999404
2781	0.985194
2781.5	1
2782	1
2782.5	0
2783	0
2783.5	0
2784	0
2784.5	0
2785	0
2785.5	0
2786	0
2786.5	0
2787	0.984675
2787.5	0.999321
2788	0.995587
2788.5	0.978386
2789	0.955748
2789.5	0.936657
2790	0.929152
2790.5	0.936694
2791	0.955217
2791.5	0.97757
2792	0.995041
2792.5	0.999545
2793	0.985905
2793.5	1
2794	0
2794.5	0
2795	0
2795.5	0
2796	0
2796.5	0
2797	0
2797.5	0
2798	0
2798.5	0
2799	0.9856
2799.5	0
2800	0
2800.5	0.977159
2801	0.953956
2801.5	0.934481
2802	0.926871
2802.5	0.934637
2803	0.953605
2803.5	0.976489
2804	0.994568
2804.5	0.999668
2805	0.986603
2805.5	1
2806	1
2806.5	0
2807	0
2807.5	0
2808	0
2808.5	0
2809	0
2809.5	0
2810	0
2810.5	0
2811	0.986506
2811.5	0.999669
2812	0.994453
2812.5	0.975885
2813	0.952109
2813.5	0.932247
2814	0.924532
2814.5	0.932529
2815	0.951952
2815.5	0.975412
2816	0.994071
2816.5	0.999772
2817	0.987286
2817.5	1
2818	1
2818.5	0
2819	0
2819.5	0
2820	0
2820.5	0
2821	0
2821.5	0
2822	0
2822.5	0
2823	0
2823.5	0
2824	0
2824.5	0.974563
2825	0.950208
2825.5	0.929354
2826	0.920467
2826.5	0.93037
2827	0.950257
2827.5	0.974284
2828	0.993548
2828.5	0.999857
2829	0.987956
2829.5	1
2830	1
2830.5	0
2831	0
2831.5	0
2832	0
2832.5	0
2833	0
2833.5	0
2834	0
2834.5	0
2835	0
2835.5	0
2836	0.993148
2836.5	0.973192
2837	0.948251
2837.5	0.926993
2838	0.918122
2838.5	0.92816
2839	0.94852
2839.5	0.973124
2840	0.993001
2840.5	0.999923
2841	0.988611
2841.5	1
2842	0
2842.5	0
2843	0
2843.5	0
2844	0
2844.5	0
2845	0
2845.5	0
2846	0
2846.5	0
2847	0.989101
2847.5	0.999963
2848	0.992453
2848.5	0.971771
2849	0.946238
2849.5	0.925192
2850	0.917174
2850.5	0.925899
2851	0.946742
2851.5	0.971931
2852	0.992427
2852.5	0.999969
2853	0.989251
2853.5	1
2854	1
2854.5	0
2855	0
2855.5	0
2856	0
2856.5	0
2857	0
2857.5	0
2858	0
2858.5	0
2859	0.989921
2859.5	0.999996
2860	0.991704
2860.5	0.970301
2861	0.944169
2861.5	0.922721
2862	0.914607
2862.5	0.923587
2863	0.944922
2863.5	0.970705
2864	0.991828
2864.5	0.999994
2865	0.989876
2865.5	1
2866	1
2866.5	0
2867	0
2867.5	0
2868	0
2868.5	0
2869	0
2869.5	0
2870	0
2870.5	0
2871	0.990717
2871.5	0.999995
2872	0.990912
2872.5	0.96878
2873	0.942044
2873.5	0.920191
2874	0.911982
2874.5	0.921224
2875	0.94306
2875.5	0.969447
2876	0.991204
2876.5	0.999999
2877	0.990485
2877.5	1
2878	1
2878.5	0
2879	0
2879.5	0
2880	0
2880.5	0
2881	0
2881.5	0
2882	0
2882.5	0
2883	0.991486
2883.5	0.999959
2884	0.990076
2884.5	0.967208
2885	0.939861
2885.5	0.917602
2886	0.9093
2886.5	0.918809
2887	0.941156
2887.5	0.968156
2888	0.990553
2888.5	0.999984
2889	0.991078
2889.5	1
2890	1
2890.5	0
2891	0
2891.5	0
2892	0
2892.5	0
2893	0
2893.5	0
2894	0
2894.5	0
2895	0.992229
2895.5	0.999887
2896	0.989197
2896.5	0.965585
2897	0.937622
2897.5	0.914952
2898	0.90656
2898.5	0.916345
2899	0.939211
2899.5	0.966832
2900	0.989876
2900.5	0.999947
2901	0.991655
2901.5	1
2902	0
2902.5	0
2903	0
2903.5	0
2904	0
2904.5	0
2905	0
2905.5	0
2906	0
2906.5	0
2907	0.992944
2907.5	0.999777
2908	0.988272
2908.5	0.96391
2909	0.935325
2909.5	0.912243
2910	0.903764
2910.5	0.913829
2911	0.937224
2911.5	0.965475
2912	0.989172
2912.5	0.999908
2913	0.992054
2913.5	1
2914	1
2914.5	0
2915	0
2915.5	0
2916	0
2916.5	0
2917	0
2917.5	0
2918	0
2918.5	0
2919	0.993443
2919.5	0.999675
2920	0.987565
