Hours since 00:00 Jan 1,,Hourly Data: Field collector cosine efficiency
2513.5,1256.5,0.999967
2514.5,1257,0.98912
2515.5,1257.5,1
2516.5,1258,1
2517.5,1258.5,0
2518.5,1259,0
2519.5,1259.5,0
2520.5,1260,0
2521.5,1260.5,0
2522.5,1261,0
2523.5,1261.5,0
2524.5,1262,0
2525.5,1262.5,0
2526.5,1263,0.990211
2527.5,1263.5,0.999999
2528.5,1264,0.991648
2529.5,1264.5,0.970498
2530.5,1265,0.944872
2531.5,1265.5,0.923875
2532.5,1266,0.915914
2533.5,1266.5,0.925371
2534.5,1267,0.947123
2535.5,1267.5,0.972711
2536.5,1268,0.993018
2537.5,1268.5,0.999903
2538.5,1269,0.988275
2539.5,1269.5,1
2540.5,1270,1
2541.5,1270.5,0
2542.5,1271,0
2543.5,1271.5,0
2544.5,1272,0
2545.5,1272.5,0
2546.5,1273,0
2547.5,1273.5,0
2548.5,1274,0
2549.5,1274.5,0
2550.5,1275,0.989573
2551.5,1275.5,0.999982
2552.5,1276,0.992274
2553.5,1276.5,0.971766
2554.5,1277,0.946738
2555.5,1277.5,0.926212
2556.5,1278,0.918458
2557.5,1278.5,0.927781
2558.5,1279,0.949113
2559.5,1279.5,0.9741
2560.5,1280,0.993694
2561.5,1280.5,0.999807
2562.5,1281,0.987409
2563.5,1281.5,1
2564.5,1282,1
2565.5,1282.5,0
2566.5,1283,0
2567.5,1283.5,0
2568.5,1284,0
2569.5,1284.5,0
2570.5,1285,0
2571.5,1285.5,0
2572.5,1286,0
2573.5,1286.5,0
2574.5,1287,0.988918
2575.5,1287.5,0.999943
2576.5,1288,0.992872
2577.5,1288.5,0.972999
2578.5,1289,0.94856
2579.5,1289.5,0.928496
2580.5,1290,0.920944
2581.5,1290.5,0.93013
2582.5,1291,0.951047
2583.5,1291.5,0.97544
2584.5,1292,0.99433
2585.5,1292.5,0.99968
2586.5,1293,0.986521
2587.5,1293.5,1
2588.5,1294,1
2589.5,1294.5,0
2590.5,1295,0
2591.5,1295.5,0
2592.5,1296,0
2593.5,1296.5,0
2594.5,1297,0
2595.5,1297.5,0
2596.5,1298,0
2597.5,1298.5,0
2598.5,1299,0.988247
2599.5,1299.5,0.999882
2600.5,1300,0.993443
2601.5,1300.5,0.974197
2602.5,1301,0.950339
2603.5,1301.5,0.930729
2604.5,1302,0.923372
2605.5,1302.5,0.932421
2606.5,1303,0.952926
2607.5,1303.5,0.976732
2608.5,1304,0.994925
2609.5,1304.5,0.999522
2610.5,1305,0.985613
2611.5,1305.5,1
2612.5,1306,1
2613.5,1306.5,0
2614.5,1307,0
2615.5,1307.5,0
2616.5,1308,0
2617.5,1308.5,0
2618.5,1309,0
2619.5,1309.5,0
2620.5,1310,0
2621.5,1310.5,0
2622.5,1311,0.98756
2623.5,1311.5,0.999801
2624.5,1312,0.993985
2625.5,1312.5,0.975361
2626.5,1313,0.952073
2627.5,1313.5,0.932909
2628.5,1314,0.925742
2629.5,1314.5,0.934653
2630.5,1315,0.954751
2631.5,1315.5,0.977976
2632.5,1316,0.995482
2633.5,1316.5,0.999335
2634.5,1317,0.984687
2635.5,1317.5,1
2636.5,1318,1
2637.5,1318.5,0
2638.5,1319,0
2639.5,1319.5,0
2640.5,1320,0
2641.5,1320.5,0
2642.5,1321,0
2643.5,1321.5,0
2644.5,1322,0
2645.5,1322.5,0
2646.5,1323,0.986858
2647.5,1323.5,0.9997
2648.5,1324,0.994502
2649.5,1324.5,0.976489
2650.5,1325,0.953765
2651.5,1325.5,0.935038
2652.5,1326,0.928055
2653.5,1326.5,0.936826
2654.5,1327,0.956521
2655.5,1327.5,0.979173
2656.5,1328,0.996001
2657.5,1328.5,0.99912
2658.5,1329,0.983743
2659.5,1329.5,1
2660.5,1330,1
2661.5,1330.5,0
2662.5,1331,0
2663.5,1331.5,0
2664.5,1332,0
2665.5,1332.5,0
2666.5,1333,0
2667.5,1333.5,0
2668.5,1334,0
2669.5,1334.5,0
2670.5,1335,0.986142
2671.5,1335.5,0.999578
2672.5,1336,0.994992
2673.5,1336.5,0.977584
2674.5,1337,0.955413
2675.5,1337.5,0.937115
2676.5,1338,0.930311
2677.5,1338.5,0.93894
2678.5,1339,0.958237
2679.5,1339.5,0.980324
2680.5,1340,0.996482
2681.5,1340.5,0.998878
2682.5,1341,0.982784
2683.5,1341.5,1
2684.5,1342,1
2685.5,1342.5,0
2686.5,1343,0
2687.5,1343.5,0
2688.5,1344,0
2689.5,1344.5,0
2690.5,1345,0
2691.5,1345.5,0
2692.5,1346,0
2693.5,1346.5,0
2694.5,1347,0
2695.5,1347.5,0
2696.5,1348,0.99545
2697.5,1348.5,0.978645
2698.5,1349,0.956706
2699.5,1349.5,0.93914
2700.5,1350,0.932509
2701.5,1350.5,0.940997
2702.5,1351,0.9599
2703.5,1351.5,0.98143
2704.5,1352,0.996928
2705.5,1352.5,0.998611
2706.5,1353,0.98181
2707.5,1353.5,1
2708.5,1354,1
2709.5,1354.5,0
2710.5,1355,0
2711.5,1355.5,0
2712.5,1356,0
2713.5,1356.5,0
2714.5,1357,0
2715.5,1357.5,0
2716.5,1358,0
2717.5,1358.5,0
2718.5,1359,0.984668
2719.5,1359.5,0.999276
2720.5,1360,0.995896
2721.5,1360.5,0.979672
2722.5,1361,0.958581
2723.5,1361.5,0.941115
2724.5,1362,0.934651
2725.5,1362.5,0.942996
2726.5,1363,0.96151
2727.5,1363.5,0.98249
2728.5,1364,0.997338
2729.5,1364.5,0.998319
2730.5,1365,0.980823
2731.5,1365.5,1
2732.5,1366,1
2733.5,1366.5,0
2734.5,1367,0
2735.5,1367.5,0
2736.5,1368,0
2737.5,1368.5,0
2738.5,1369,0
2739.5,1369.5,0
2740.5,1370,0
2741.5,1370.5,0
2742.5,1371,0.983911
2743.5,1371.5,0.999097
2744.5,1372,0.996309
2745.5,1372.5,0.980666
2746.5,1373,0.960101
2747.5,1373.5,0.943038
2748.5,1374,0.936736
2749.5,1374.5,0.944939
2750.5,1375,0.963069
2751.5,1375.5,0.983507
2752.5,1376,0.997714
2753.5,1376.5,0.998004
2754.5,1377,0.979825
2755.5,1377.5,1
2756.5,1378,1
2757.5,1378.5,0
2758.5,1379,0
2759.5,1379.5,0
2760.5,1380,0
2761.5,1380.5,0
2762.5,1381,0
2763.5,1381.5,0
2764.5,1382,0
2765.5,1382.5,0
2766.5,1383,0.983141
2767.5,1383.5,0.998901
2768.5,1384,0.996696
2769.5,1384.5,0.981627
2770.5,1385,0.961579
2771.5,1385.5,0.944911
2772.5,1386,0.938766
2773.5,1386.5,0.946825
2774.5,1387,0.964576
2775.5,1387.5,0.98448
2776.5,1388,0.998057
2777.5,1388.5,0.997667
2778.5,1389,0.978816
2779.5,1389.5,1
2780.5,1390,1
2781.5,1390.5,0
2782.5,1391,0
2783.5,1391.5,0
2784.5,1392,0
2785.5,1392.5,0
2786.5,1393,0
2787.5,1393.5,0
2788.5,1394,0
2789.5,1394.5,0
2790.5,1395,0.982359
2791.5,1395.5,0.998686
2792.5,1396,0.997057
2793.5,1396.5,0.982537
2794.5,1397,0.963015
2795.5,1397.5,0.946734
2796.5,1398,0.94074
2797.5,1398.5,0.948655
2798.5,1399,0.966033
2799.5,1399.5,0.985412
2800.5,1400,0.998367
2801.5,1400.5,0.997309
2802.5,1401,0.977798
2803.5,1401.5,1
2804.5,1402,1
2805.5,1402.5,0
2806.5,1403,0
2807.5,1403.5,0
2808.5,1404,0
2809.5,1404.5,0
2810.5,1405,0
2811.5,1405.5,0
2812.5,1406,0
2813.5,1406.5,0
2814.5,1407,0.981566
2815.5,1407.5,0.998455
2816.5,1408,0.997397
2817.5,1408.5,0.983451
2818.5,1409,0.96441
2819.5,1409.5,0.948506
2820.5,1410,0.942658
2821.5,1410.5,0.95043
2822.5,1411,0.96744
2823.5,1411.5,0.986302
2824.5,1412,0.998647
2825.5,1412.5,0.996932
2826.5,1413,0.976773
2827.5,1413.5,1
2828.5,1414,1
2829.5,1414.5,1
2830.5,1415,0
2831.5,1415.5,0
2832.5,1416,0
2833.5,1416.5,0
2834.5,1417,0
2835.5,1417.5,0
2836.5,1418,0
2837.5,1418.5,0
2838.5,1419,0.980762
2839.5,1419.5,0.998207
2840.5,1420,0.997716
2841.5,1420.5,0.984315
2842.5,1421,0.965763
2843.5,1421.5,0.950229
2844.5,1422,0.944523
2845.5,1422.5,0.952151
2846.5,1423,0.968798
2847.5,1423.5,0.987151
2848.5,1424,0.998897
2849.5,1424.5,0.996537
2850.5,1425,0.975742
2851.5,1425.5,1
2852.5,1426,1
2853.5,1426.5,1
2854.5,1427,0
2855.5,1427.5,0
2856.5,1428,0
2857.5,1428.5,0
2858.5,1429,0
2859.5,1429.5,0
2860.5,1430,0
2861.5,1430.5,0
2862.5,1431,0.979948
2863.5,1431.5,0.997943
2864.5,1432,0.998009
2865.5,1432.5,0.985147
2866.5,1433,0.967076
2867.5,1433.5,0.951903
2868.5,1434,0.946333
2869.5,1434.5,0.953818
2870.5,1435,0.970108
2871.5,1435.5,0.987961
2872.5,1436,0.999117
2873.5,1436.5,0.995944
2874.5,1437,0.974263
2875.5,1437.5,1
2876.5,1438,1
2877.5,1438.5,1
2878.5,1439,0
2879.5,1439.5,0
2880.5,1440,0
2881.5,1440.5,0
2882.5,1441,0
2883.5,1441.5,0
2884.5,1442,0
2885.5,1442.5,0
2886.5,1443,0.978798
2887.5,1443.5,0.997547
2888.5,1444,0.998376
2889.5,1444.5,0.986211
2890.5,1445,0.968669
2891.5,1445.5,0.95369
2892.5,1446,0.948101
2893.5,1446.5,0.955757
2894.5,1447,0.971789
2895.5,1447.5,0.989026
2896.5,1448,0.999383
2897.5,1448.5,0.99551
2898.5,1449,0.973222
2899.5,1449.5,1
2900.5,1450,1
2901.5,1450.5,1
2902.5,1451,0
2903.5,1451.5,0
2904.5,1452,0
2905.5,1452.5,0
2906.5,1453,0
2907.5,1453.5,0
2908.5,1454,0
2909.5,1454.5,0
2910.5,1455,0.977964
2911.5,1455.5,0.997248
2912.5,1456,0.998615
2913.5,1456.5,0.986972
2914.5,1457,0.969893
2915.5,1457.5,0.955265
2916.5,1458,0.949805
2917.5,1458.5,0.957314
2918.5,1459,0.972993
2919.5,1459.5,0.989747
2920.5,1460,0.99954
2921.5,1460.5,0.995062
2922.5,1461,0.97218
2923.5,1461.5,1
2924.5,1462,1
2925.5,1462.5,1
2926.5,1463,0
2927.5,1463.5,0
2928.5,1464,0
2929.5,1464.5,0
2930.5,1465,0
2931.5,1465.5,0
2932.5,1466,0
2933.5,1466.5,0
2934.5,1467,0.977123
2935.5,1467.5,0.996926
2936.5,1468,0.998835
2937.5,1468.5,0.987703
2938.5,1469,0.971078
2939.5,1469.5,0.956792
2940.5,1470,0.951457
2941.5,1470.5,0.958819
2942.5,1471,0.974152
2943.5,1471.5,0.990431
2944.5,1472,0.999671
2945.5,1472.5,0.994601
2946.5,1473,0.971138
2947.5,1473.5,1
2948.5,1474,1
2949.5,1474.5,1
2950.5,1475,0
2951.5,1475.5,0
2952.5,1476,0
2953.5,1476.5,0
2954.5,1477,0
2955.5,1477.5,0
2956.5,1478,0
2957.5,1478.5,0
2958.5,1479,0.976275
2959.5,1479.5,0.996608
2960.5,1480,0.999031
2961.5,1480.5,0.988403
2962.5,1481,0.972224
2963.5,1481.5,0.958271
2964.5,1482,0.953058
2965.5,1482.5,0.960274
2966.5,1483,0.975267
2967.5,1483.5,0.991081
2968.5,1484,0.999778
2969.5,1484.5,0.99413
2970.5,1485,0.970098
2971.5,1485.5,1
2972.5,1486,1
2973.5,1486.5,1
2974.5,1487,0
2975.5,1487.5,0
2976.5,1488,0
2977.5,1488.5,0
2978.5,1489,0
2979.5,1489.5,0
2980.5,1490,0
2981.5,1490.5,0
2982.5,1491,0.97542
2983.5,1491.5,0.996269
2984.5,1492,0.999208
2985.5,1492.5,0.989062
2986.5,1493,0.973332
2987.5,1493.5,0.959704
2988.5,1494,0.954608
2989.5,1494.5,0.96168
2990.5,1495,0.976338
2991.5,1495.5,0.991697
2992.5,1496,0.999863
2993.5,1496.5,0.993649
2994.5,1497,0.96906
2995.5,1497.5,1
2996.5,1498,1
2997.5,1498.5,1
2998.5,1499,0
2999.5,1499.5,0
3000.5,1500,0
3001.5,1500.5,0
3002.5,1501,0
3003.5,1501.5,0
3004.5,1502,0
3005.5,1502.5,0
3006.5,1503,0.974561
3007.5,1503.5,0.995919
3008.5,1504,0.999366
3009.5,1504.5,0.989719
3010.5,1505,0.974402
3011.5,1505.5,0.961091
3012.5,1506,0.956108
3013.5,1506.5,0.963036
3014.5,1507,0.977366
3015.5,1507.5,0.992279
3016.5,1508,0.999927
3017.5,1508.5,0.993159
3018.5,1509,0.968027
3019.5,1509.5,1
3020.5,1510,1
3021.5,1510.5,1
3022.5,1511,0
3023.5,1511.5,0
3024.5,1512,0
3025.5,1512.5,0
3026.5,1513,0
3027.5,1513.5,0
3028.5,1514,0
3029.5,1514.5,0
3030.5,1515,0.973697
3031.5,1515.5,0.995557
3032.5,1516,0.999504
3033.5,1516.5,0.990334
3034.5,1517,0.975434
3035.5,1517.5,0.962433
3036.5,1518,0.957558
3037.5,1518.5,0.964344
3038.5,1519,0.978354
3039.5,1519.5,0.992829
3040.5,1520,0.99997
3041.5,1520.5,0.992663
3042.5,1521,0.967
3043.5,1521.5,1
3044.5,1522,1
3045.5,1522.5,1
3046.5,1523,0
3047.5,1523.5,0
3048.5,1524,0
3049.5,1524.5,0
3050.5,1525,0
3051.5,1525.5,0
3052.5,1526,0
3053.5,1526.5,0
3054.5,1527,0.972829
3055.5,1527.5,0.995185
3056.5,1528,0.999624
3057.5,1528.5,0.990922
3058.5,1529,0.97643
3059.5,1529.5,0.96373
3060.5,1530,0.95896
3061.5,1530.5,0.965606
3062.5,1531,0.9793
3063.5,1531.5,0.993349
3064.5,1532,0.999994
3065.5,1532.5,0.99216
3066.5,1533,0.96598
3067.5,1533.5,1
3068.5,1534,1
3069.5,1534.5,1
3070.5,1535,0
3071.5,1535.5,0
3072.5,1536,0
3073.5,1536.5,0
3074.5,1537,0
3075.5,1537.5,0
3076.5,1538,0
3077.5,1538.5,0
3078.5,1539,0.971957
3079.5,1539.5,0.994801
3080.5,1540,0.999726
3081.5,1540.5,0.991484
3082.5,1541,0.977391
3083.5,1541.5,0.964983
3084.5,1542,0.960314
3085.5,1542.5,0.966821
3086.5,1543,0.980207
3087.5,1543.5,0.993839
3088.5,1544,1
3089.5,1544.5,0.991654
3090.5,1545,0.964969
3091.5,1545.5,1
3092.5,1546,1
3093.5,1546.5,1
3094.5,1547,0
3095.5,1547.5,0
3096.5,1548,0
3097.5,1548.5,0
3098.5,1549,0
3099.5,1549.5,0
3100.5,1550,0
3101.5,1550.5,0
3102.5,1551,0.971083
3103.5,1551.5,0.994409
3104.5,1552,0.999811
3105.5,1552.5,0.99202
3106.5,1553,0.978316
3107.5,1553.5,0.966193
3108.5,1554,0.961622
3109.5,1554.5,0.96799
3110.5,1555,0.981076
3111.5,1555.5,0.994299
3112.5,1556,0.999989
3113.5,1556.5,0.991143
3114.5,1557,0.963967
3115.5,1557.5,1
3116.5,1558,1
3117.5,1558.5,1
3118.5,1559,0
3119.5,1559.5,0
3120.5,1560,0
3121.5,1560.5,0
3122.5,1561,0
3123.5,1561.5,0
3124.5,1562,0
3125.5,1562.5,0
3126.5,1563,0.970208
3127.5,1563.5,0.994009
3128.5,1564,0.999879
3129.5,1564.5,0.99253
3130.5,1565,0.979207
3131.5,1565.5,0.967361
3132.5,1566,0.962883
3133.5,1566.5,0.969116
3134.5,1567,0.981907
3135.5,1567.5,0.994733
3136.5,1568,0.999963
3137.5,1568.5,0.990631
3138.5,1569,0.962977
3139.5,1569.5,1
3140.5,1570,1
3141.5,1570.5,1
3142.5,1571,0
3143.5,1571.5,0
3144.5,1572,0
3145.5,1572.5,0
3146.5,1573,0
3147.5,1573.5,0
3148.5,1574,0
3149.5,1574.5,0
3150.5,1575,0.969331
3151.5,1575.5,0.993603
3152.5,1576,0.999931
3153.5,1576.5,0.993016
3154.5,1577,0.980064
3155.5,1577.5,0.968487
3156.5,1578,0.964099
3157.5,1578.5,0.970197
3158.5,1579,0.982701
3159.5,1579.5,0.995139
3160.5,1580,0.999922
3161.5,1580.5,0.990119
3162.5,1581,0.961999
3163.5,1581.5,1
3164.5,1582,1
3165.5,1582.5,0
3166.5,1583,0
3167.5,1583.5,0
3168.5,1584,0
3169.5,1584.5,0
3170.5,1585,0
3171.5,1585.5,0
3172.5,1586,0
3173.5,1586.5,0
3174.5,1587,0.968454
3175.5,1587.5,0.993184
3176.5,1588,0.999969
3177.5,1588.5,0.993478
3178.5,1589,0.980889
3179.5,1589.5,0.969572
3180.5,1590,0.965271
3181.5,1590.5,0.971236
3182.5,1591,0.983459
3183.5,1591.5,0.99552
3184.5,1592,0.999869
3185.5,1592.5,0.989606
3186.5,1593,0.961035
3187.5,1593.5,1
3188.5,1594,1
3189.5,1594.5,1
3190.5,1595,0
3191.5,1595.5,0
3192.5,1596,0
3193.5,1596.5,0
3194.5,1597,0
3195.5,1597.5,0
3196.5,1598,0
3197.5,1598.5,0
3198.5,1599,0.967579
3199.5,1599.5,0.992765
3200.5,1600,0.999991
3201.5,1600.5,0.993916
3202.5,1601,0.981681
3203.5,1601.5,0.970617
3204.5,1602,0.966398
3205.5,1602.5,0.972234
3206.5,1603,0.984183
3207.5,1603.5,0.995876
3208.5,1604,0.999802
3209.5,1604.5,0.989096
3210.5,1605,0.960086
3211.5,1605.5,1
3212.5,1606,1
3213.5,1606.5,0
3214.5,1607,0
3215.5,1607.5,0
3216.5,1608,0
3217.5,1608.5,0
3218.5,1609,0
3219.5,1609.5,0
3220.5,1610,0
3221.5,1610.5,0
3222.5,1611,0.966704
3223.5,1611.5,0.99234
3224.5,1612,1
3225.5,1612.5,0.994332
3226.5,1613,0.982441
3227.5,1613.5,0.971623
3228.5,1614,0.967484
3229.5,1614.5,0.97319
3230.5,1615,0.984873
3231.5,1615.5,0.996209
3232.5,1616,0.999725
3233.5,1616.5,0.988588
3234.5,1617,0.959153
3235.5,1617.5,1
3236.5,1618,1
3237.5,1618.5,0
3238.5,1619,0
3239.5,1619.5,0
3240.5,1620,0
3241.5,1620.5,0
3242.5,1621,0
3243.5,1621.5,0
3244.5,1622,0
3245.5,1622.5,0
3246.5,1623,0.965833
3247.5,1623.5,0.991909
3248.5,1624,0.999995
3249.5,1624.5,0.994725
3250.5,1625,0.98317
3251.5,1625.5,0.972591
3252.5,1626,0.968527
3253.5,1626.5,0.974107
3254.5,1627,0.985531
3255.5,1627.5,0.996519
3256.5,1628,0.999638
3257.5,1628.5,0.988085
3258.5,1629,0.958238
3259.5,1629.5,1
3260.5,1630,1
3261.5,1630.5,1
3262.5,1631,0
3263.5,1631.5,0
3264.5,1632,0
3265.5,1632.5,0
3266.5,1633,0
3267.5,1633.5,0
3268.5,1634,0
3269.5,1634.5,0
3270.5,1635,0.964965
3271.5,1635.5,0.991473
3272.5,1636,0.999978
3273.5,1636.5,0.995097
3274.5,1637,0.98387
3275.5,1637.5,0.973521
3276.5,1638,0.969529
3277.5,1638.5,0.974986
3278.5,1639,0.986157
3279.5,1639.5,0.996808
3280.5,1640,0.999542
3281.5,1640.5,0.987587
3282.5,1641,0.957342
3283.5,1641.5,1
3284.5,1642,1
3285.5,1642.5,1
3286.5,1643,0
3287.5,1643.5,0
3288.5,1644,0
3289.5,1644.5,0
3290.5,1645,0
3291.5,1645.5,0
3292.5,1646,0
3293.5,1646.5,0
3294.5,1647,0.964101
3295.5,1647.5,0.991035
3296.5,1648,0.99995
3297.5,1648.5,0.995449
3298.5,1649,0.984539
3299.5,1649.5,0.974414
3300.5,1650,0.970491
3301.5,1650.5,0.975826
3302.5,1651,0.986752
3303.5,1651.5,0.997076
3304.5,1652,0.99944
3305.5,1652.5,0.987095
3306.5,1653,0.956465
3307.5,1653.5,1
3308.5,1654,1
3309.5,1654.5,0
3310.5,1655,0
3311.5,1655.5,0
3312.5,1656,0
3313.5,1656.5,0
3314.5,1657,0
3315.5,1657.5,0
3316.5,1658,0
3317.5,1658.5,0
3318.5,1659,0
3319.5,1659.5,0
3320.5,1660,0
3321.5,1660.5,0.99578
3322.5,1661,0.98506
3323.5,1661.5,0.97527
3324.5,1662,0.969891
3325.5,1662.5,0.976092
3326.5,1663,0.987317
3327.5,1663.5,0.997325
3328.5,1664,0.999328
3329.5,1664.5,0.98661
3330.5,1665,0.729945
3331.5,1665.5,0
3332.5,1666,0
3333.5,1666.5,0
3334.5,1667,0
3335.5,1667.5,0
3336.5,1668,0
3337.5,1668.5,0
3338.5,1669,0
3339.5,1669.5,0
3340.5,1670,0
3341.5,1670.5,0
3342.5,1671,0.96239
3343.5,1671.5,0.990148
3344.5,1672,0.99986
3345.5,1672.5,0.996093
3346.5,1673,0.985793
3347.5,1673.5,0.976092
3348.5,1674,0.972299
3349.5,1674.5,0.977397
3350.5,1675,0.987854
3351.5,1675.5,0.997556
3352.5,1676,0.999212
3353.5,1676.5,0.986134
3354.5,1677,0.954775
3355.5,1677.5,1
3356.5,1678,1
3357.5,1678.5,1
3358.5,1679,0
3359.5,1679.5,0
3360.5,1680,0
3361.5,1680.5,0
3362.5,1681,0
3363.5,1681.5,0
3364.5,1682,0
3365.5,1682.5,0
3366.5,1683,0.961545
3367.5,1683.5,0.989707
3368.5,1684,0.9998
3369.5,1684.5,0.996386
3370.5,1685,0.986378
3371.5,1685.5,0.976878
3372.5,1686,0.973146
3373.5,1686.5,0.978129
3374.5,1687,0.988362
3375.5,1687.5,0.997769
3376.5,1688,0.999091
3377.5,1688.5,0.985667
3378.5,1689,0.953964
3379.5,1689.5,1
3380.5,1690,1
3381.5,1690.5,1
3382.5,1691,0
3383.5,1691.5,0
3384.5,1692,0
3385.5,1692.5,0
3386.5,1693,0
3387.5,1693.5,0
3388.5,1694,0
3389.5,1694.5,0
3390.5,1695,0.960708
3391.5,1695.5,0.989264
3392.5,1696,0.999731
3393.5,1696.5,0.996662
3394.5,1697,0.986937
3395.5,1697.5,0.977631
3396.5,1698,0.973956
3397.5,1698.5,0.978827
3398.5,1699,0.988844
3399.5,1699.5,0.997965
3400.5,1700,0.998967
3401.5,1700.5,0.98521
3402.5,1701,0.953177
3403.5,1701.5,1
3404.5,1702,1
3405.5,1702.5,1
3406.5,1703,0
3407.5,1703.5,0
3408.5,1704,0
3409.5,1704.5,0
3410.5,1705,0
3411.5,1705.5,0
3412.5,1706,0
3413.5,1706.5,0
3414.5,1707,0.959881
3415.5,1707.5,0.988822
3416.5,1708,0.999654
3417.5,1708.5,0.99692
3418.5,1709,0.98747
3419.5,1709.5,0.978351
3420.5,1710,0.974731
3421.5,1710.5,0.979492
3422.5,1711,0.9893
3423.5,1711.5,0.998146
3424.5,1712,0.998839
3425.5,1712.5,0.984765
3426.5,1713,0.952415
3427.5,1713.5,1
3428.5,1714,1
3429.5,1714.5,1
3430.5,1715,0
3431.5,1715.5,0
3432.5,1716,0
3433.5,1716.5,0
3434.5,1717,0
3435.5,1717.5,0
3436.5,1718,0
3437.5,1718.5,0
3438.5,1719,0.959064
3439.5,1719.5,0.988381
3440.5,1720,0.99957
3441.5,1720.5,0.997161
3442.5,1721,0.987977
3443.5,1721.5,0.979038
3444.5,1722,0.975471
3445.5,1722.5,0.980125
3446.5,1723,0.98973
3447.5,1723.5,0.998312
3448.5,1724,0.99871
3449.5,1724.5,0.984332
3450.5,1725,0.951678
3451.5,1725.5,1
3452.5,1726,1
3453.5,1726.5,1
3454.5,1727,0
3455.5,1727.5,0
3456.5,1728,0
3457.5,1728.5,0
3458.5,1729,0
3459.5,1729.5,0
3460.5,1730,0
3461.5,1730.5,0
3462.5,1731,0.958258
3463.5,1731.5,0.987941
3464.5,1732,0.999479
3465.5,1732.5,0.997387
3466.5,1733,0.98846
3467.5,1733.5,0.979694
3468.5,1734,0.976176
3469.5,1734.5,0.980727
3470.5,1735,0.990137
3471.5,1735.5,0.998465
3472.5,1736,0.998579
3473.5,1736.5,0.983912
3474.5,1737,0.950968
3475.5,1737.5,1
3476.5,1738,1
3477.5,1738.5,1
3478.5,1739,0
3479.5,1739.5,0
3480.5,1740,0
3481.5,1740.5,0
3482.5,1741,0
3483.5,1741.5,0
3484.5,1742,0
3485.5,1742.5,0
3486.5,1743,0.957464
3487.5,1743.5,0.987472
3488.5,1744,0.999383
3489.5,1744.5,0.997597
3490.5,1745,0.988918
3491.5,1745.5,0.980318
3492.5,1746,0.976848
3493.5,1746.5,0.981297
3494.5,1747,0.99052
3495.5,1747.5,0.998604
3496.5,1748,0.998448
3497.5,1748.5,0.983506
3498.5,1749,0.950285
3499.5,1749.5,1
3500.5,1750,1
3501.5,1750.5,1
3502.5,1751,0
3503.5,1751.5,0
3504.5,1752,0
3505.5,1752.5,0
3506.5,1753,0
3507.5,1753.5,0
3508.5,1754,0
3509.5,1754.5,0
3510.5,1755,0.956684
3511.5,1755.5,0.987075
3512.5,1756,0.99928
3513.5,1756.5,0.997792
3514.5,1757,0.989353
3515.5,1757.5,0.980912
3516.5,1758,0.977488
3517.5,1758.5,0.981839
3518.5,1759,0.99088
3519.5,1759.5,0.998731
3520.5,1760,0.998318
3521.5,1760.5,0.983114
3522.5,1761,0.949631
3523.5,1761.5,1
3524.5,1762,1
3525.5,1762.5,0
3526.5,1763,0
3527.5,1763.5,0
3528.5,1764,0
3529.5,1764.5,0
3530.5,1765,0
3531.5,1765.5,0
3532.5,1766,0
3533.5,1766.5,0
3534.5,1767,0.955919
3535.5,1767.5,0.986649
3536.5,1768,0.999173
3537.5,1768.5,0.997974
3538.5,1769,0.989766
3539.5,1769.5,0.981477
3540.5,1770,0.978096
3541.5,1770.5,0.982351
3542.5,1771,0.991219
3543.5,1771.5,0.998847
3544.5,1772,0.998189
3545.5,1772.5,0.982738
3546.5,1773,0.949005
3547.5,1773.5,1
3548.5,1774,1
3549.5,1774.5,1
3550.5,1775,0
3551.5,1775.5,0
3552.5,1776,0
3553.5,1776.5,0
3554.5,1777,0
3555.5,1777.5,0
3556.5,1778,0
3557.5,1778.5,1
3558.5,1779,0.955169
3559.5,1779.5,0.986228
3560.5,1780,0.999063
3561.5,1780.5,0.998142
3562.5,1781,0.990156
3563.5,1781.5,0.982013
3564.5,1782,0.978674
3565.5,1782.5,0.982835
3566.5,1783,0.991536
3567.5,1783.5,0.998952
3568.5,1784,0.998062
3569.5,1784.5,0.982378
3570.5,1785,0.948408
3571.5,1785.5,1
3572.5,1786,1
3573.5,1786.5,1
3574.5,1787,0
3575.5,1787.5,0
3576.5,1788,0
3577.5,1788.5,0
3578.5,1789,0
3579.5,1789.5,0
3580.5,1790,0
3581.5,1790.5,1
3582.5,1791,0.954435
3583.5,1791.5,0.985815
3584.5,1792,0.998949
3585.5,1792.5,0.998298
3586.5,1793,0.990526
3587.5,1793.5,0.982521
3588.5,1794,0.979221
3589.5,1794.5,0.983292
3590.5,1795,0.991834
3591.5,1795.5,0.999047
3592.5,1796,0.997937
3593.5,1796.5,0.982034
3594.5,1797,0.947842
3595.5,1797.5,1
3596.5,1798,1
3597.5,1798.5,1
3598.5,1799,0
3599.5,1799.5,0
3600.5,1800,0
3601.5,1800.5,0
3602.5,1801,0
3603.5,1801.5,0
3604.5,1802,0
3605.5,1802.5,1
3606.5,1803,0.953719
3607.5,1803.5,0.985409
3608.5,1804,0.998834
3609.5,1804.5,0.998441
3610.5,1805,0.990874
3611.5,1805.5,0.983002
3612.5,1806,0.979738
3613.5,1806.5,0.983722
3614.5,1807,0.992111
3615.5,1807.5,0.999133
3616.5,1808,0.997817
3617.5,1808.5,0.981682
3618.5,1809,0.947268
3619.5,1809.5,1
